data_geracao;data_alvo;cidade;dias_a_frente;temp_min_prev;temp_max_prev;temp_media_prev;precipitacao_mm_prev;neve_cm_prev;neve_prev;granizo_prev;tempestade_prev;geada_prev
2026-06-26;2026-07-02;Sao Jose;6;15.8;17.8;16.9;14.4;0;0;0;1;0
2026-06-26;2026-07-03;Sao Jose;7;12.2;15.7;14.6;20.0;0;0;0;0;0
2026-06-26;2026-06-27;Lages;1;4.7;19.5;11.4;7.9;0;0;0;1;0
2026-06-26;2026-06-28;Lages;2;10.9;18.3;13.7;24.1;0;0;0;1;0
2026-06-26;2026-06-29;Lages;3;12.1;17.3;14.1;20.4;0;0;0;1;0
2026-06-26;2026-06-30;Lages;4;10.9;14.6;12.7;31.7;0;0;1;1;0
2026-06-26;2026-07-01;Lages;5;12.0;17.6;14.6;21.7;0;0;1;1;0
2026-06-26;2026-07-02;Lages;6;12.9;16.5;14.7;26.4;0;0;0;1;0
2026-06-26;2026-07-03;Lages;7;10.1;14.8;12.7;1.4;0;0;0;0;0
2026-06-26;2026-06-27;Chapeco;1;9.1;20.2;14.5;8.0;0;0;1;1;0
2026-06-26;2026-06-28;Chapeco;2;13.9;18.1;15.8;46.1;0;0;1;1;0
2026-06-26;2026-06-29;Chapeco;3;14.1;19.1;16.1;37.5;0;0;1;1;0
2026-06-26;2026-06-30;Chapeco;4;14.9;19.0;16.0;47.8;0;0;1;1;0
2026-06-26;2026-07-01;Chapeco;5;14.3;17.8;16.3;67.8;0;0;1;1;0
2026-06-26;2026-07-02;Chapeco;6;12.6;16.6;15.1;49.2;0;0;1;1;0
2026-06-26;2026-07-03;Chapeco;7;10.3;12.7;11.8;7.8;0;0;0;0;0
2026-06-27;2026-06-28;Sao Jose;1;13.3;22.3;17.0;4.5;0;0;1;1;0
2026-06-27;2026-06-29;Sao Jose;2;15.3;18.1;16.3;5.2;0;0;0;1;0
2026-06-27;2026-06-30;Sao Jose;3;14.3;19.0;16.0;13.1;0;0;0;1;0
2026-06-27;2026-07-01;Sao Jose;4;14.0;23.1;17.2;6.3;0;0;0;0;0
2026-06-27;2026-07-02;Sao Jose;5;14.6;21.0;17.0;13.5;0;0;0;1;0
2026-06-27;2026-07-03;Sao Jose;6;12.3;19.1;14.5;1.6;0;0;0;0;0
2026-06-27;2026-07-04;Sao Jose;7;12.0;17.0;14.4;0.6;0;0;0;0;0
2026-06-27;2026-06-28;Lages;1;11.0;19.8;14.2;28.8;0;0;1;1;0
2026-06-27;2026-06-29;Lages;2;12.5;18.7;14.9;7.2;0;0;0;1;0
2026-06-27;2026-06-30;Lages;3;10.7;15.0;12.4;21.4;0;0;0;1;0
2026-06-27;2026-07-01;Lages;4;12.4;20.0;15.5;16.5;0;0;0;1;0
2026-06-27;2026-07-02;Lages;5;9.7;17.6;14.5;9.4;0;0;0;0;0
2026-06-27;2026-07-03;Lages;6;5.8;14.4;9.2;0.2;0;0;0;0;0
2026-06-27;2026-07-04;Lages;7;6.7;11.3;9.0;3.4;0;0;0;0;0
2026-06-27;2026-06-28;Chapeco;1;15.0;20.7;16.6;34.6;0;0;1;1;0
2026-06-27;2026-06-29;Chapeco;2;14.5;17.0;15.5;11.1;0;0;1;1;0
2026-06-27;2026-06-30;Chapeco;3;14.4;21.2;16.6;45.2;0;0;1;1;0
2026-06-27;2026-07-01;Chapeco;4;14.6;18.4;16.6;25.2;0;0;0;1;0
2026-06-27;2026-07-02;Chapeco;5;10.8;17.7;15.3;18.5;0;0;0;1;0
2026-06-27;2026-07-03;Chapeco;6;7.8;14.6;10.8;0.0;0;0;0;0;0
2026-06-27;2026-07-04;Chapeco;7;9.9;16.6;12.8;4.2;0;0;0;0;0
2026-06-28;2026-06-29;Sao Jose;1;15.3;18.8;16.5;21.4;0;0;1;1;0
2026-06-28;2026-06-30;Sao Jose;2;15.1;17.9;16.1;9.6;0;0;0;1;0
2026-06-28;2026-07-01;Sao Jose;3;14.1;22.2;17.3;23.2;0;0;1;1;0
2026-06-28;2026-07-02;Sao Jose;4;11.8;19.1;16.0;10.1;0;0;0;1;0
2026-06-28;2026-07-03;Sao Jose;5;7.3;17.6;11.8;0.0;0;0;0;0;0
2026-06-28;2026-07-04;Sao Jose;6;7.0;17.3;11.8;0.0;0;0;0;0;0
2026-06-28;2026-07-05;Sao Jose;7;8.4;18.2;12.5;0.0;0;0;0;0;0
2026-06-28;2026-06-29;Lages;1;12.6;17.6;14.2;24.7;0;0;1;1;0
2026-06-28;2026-06-30;Lages;2;10.8;14.9;12.4;52.1;0;0;1;1;0
2026-06-28;2026-07-01;Lages;3;11.8;20.2;15.2;40.6;0;0;1;1;0
2026-06-28;2026-07-02;Lages;4;4.9;14.9;12.3;14.0;0;0;1;1;0
2026-06-28;2026-07-03;Lages;5;-1.1;9.7;3.8;0.0;0;0;0;0;1
2026-06-28;2026-07-04;Lages;6;2.3;13.4;6.7;0.0;0;0;0;0;0
2026-06-28;2026-07-05;Lages;7;4.5;15.1;9.1;0.2;0;0;0;0;0
2026-06-28;2026-06-29;Chapeco;1;13.5;15.7;14.7;2.2;0;0;0;0;0
2026-06-28;2026-06-30;Chapeco;2;14.3;19.6;16.1;30.2;0;0;0;1;0
2026-06-28;2026-07-01;Chapeco;3;15.2;19.1;16.9;34.9;0;0;1;1;0
2026-06-28;2026-07-02;Chapeco;4;5.7;16.1;12.8;48.6;0;0;1;1;0
2026-06-28;2026-07-03;Chapeco;5;0.5;8.7;4.5;0.0;0;0;0;0;0
2026-06-28;2026-07-04;Chapeco;6;3.2;16.6;8.6;0.0;0;0;0;0;0
2026-06-28;2026-07-05;Chapeco;7;7.8;14.7;11.8;2.2;0;0;0;0;0
2026-06-29;2026-06-30;Sao Jose;1;14.6;20.3;16.4;20.8;0;0;0;1;0
2026-06-29;2026-07-01;Sao Jose;2;15.3;22.6;17.8;17.6;0;0;1;1;0
2026-06-29;2026-07-02;Sao Jose;3;9.7;18.8;15.5;1.2;0;0;0;0;0
2026-06-29;2026-07-03;Sao Jose;4;7.1;17.3;11.5;0.0;0;0;0;0;0
2026-06-29;2026-07-04;Sao Jose;5;7.1;18.2;12.0;0.0;0;0;0;0;0
2026-06-29;2026-07-05;Sao Jose;6;9.8;19.1;14.4;0.2;0;0;0;0;0
2026-06-29;2026-07-06;Sao Jose;7;13.2;20.1;15.7;0.4;0;0;0;0;0
2026-06-29;2026-06-30;Lages;1;10.2;16.0;12.4;23.7;0;0;0;1;0
2026-06-29;2026-07-01;Lages;2;11.3;20.0;14.6;53.2;0;0;1;1;0
2026-06-29;2026-07-02;Lages;3;2.7;14.5;11.0;3.7;0;0;0;0;0
2026-06-29;2026-07-03;Lages;4;0.6;12.4;5.4;0.0;0;0;0;0;0
2026-06-29;2026-07-04;Lages;5;1.8;11.3;6.3;0.2;0;0;0;0;0
2026-06-29;2026-07-05;Lages;6;5.8;13.3;9.2;0.1;0;0;0;0;0
2026-06-29;2026-07-06;Lages;7;8.3;14.3;10.6;0.0;0;0;0;0;0
2026-06-29;2026-06-30;Chapeco;1;12.4;21.3;16.1;22.3;0;0;0;1;0
2026-06-29;2026-07-01;Chapeco;2;14.5;18.0;16.1;72.3;0;0;1;1;0
2026-06-29;2026-07-02;Chapeco;3;5.8;15.6;12.3;17.7;0;0;1;1;0
2026-06-29;2026-07-03;Chapeco;4;1.4;11.9;6.3;0.0;0;0;0;0;0
2026-06-29;2026-07-04;Chapeco;5;3.6;18.4;10.0;0.3;0;0;0;0;0
2026-06-29;2026-07-05;Chapeco;6;7.7;18.4;12.2;0.0;0;0;0;0;0
2026-06-29;2026-07-06;Chapeco;7;8.3;20.5;13.2;0.6;0;0;0;0;0
2026-06-30;2026-07-01;Sao Jose;1;14.9;21.5;17.5;25.0;0;0;1;1;0
2026-06-30;2026-07-02;Sao Jose;2;13.9;18.8;16.2;13.4;0;0;0;1;0
2026-06-30;2026-07-03;Sao Jose;3;9.2;16.1;12.3;0.2;0;0;0;0;0
2026-06-30;2026-07-04;Sao Jose;4;8.4;18.1;12.6;0.0;0;0;0;0;0
2026-06-30;2026-07-05;Sao Jose;5;8.0;19.4;13.1;0.0;0;0;0;0;0
2026-06-30;2026-07-06;Sao Jose;6;9.6;19.8;14.5;1.4;0;0;0;0;0
2026-06-30;2026-07-07;Sao Jose;7;12.6;15.9;14.5;1.6;0;0;0;0;0
2026-06-30;2026-07-01;Lages;1;11.3;19.7;14.5;17.2;0;0;1;1;0
2026-06-30;2026-07-02;Lages;2;8.1;16.9;13.3;13.5;0;0;1;1;0
2026-06-30;2026-07-03;Lages;3;0.6;8.8;5.0;0.0;0;0;0;0;0
2026-06-30;2026-07-04;Lages;4;1.6;14.8;7.0;0.0;0;0;0;0;0
2026-06-30;2026-07-05;Lages;5;4.7;16.0;9.3;0.0;0;0;0;0;0
2026-06-30;2026-07-06;Lages;6;7.1;17.4;11.7;5.4;0;0;0;0;0
2026-06-30;2026-07-07;Lages;7;3.2;15.0;9.3;0.0;0;0;0;0;0
2026-06-30;2026-07-01;Chapeco;1;14.0;19.7;16.6;90.3;0;0;1;1;0
2026-06-30;2026-07-02;Chapeco;2;9.2;16.9;14.3;47.4;0;0;1;1;0
2026-06-30;2026-07-03;Chapeco;3;4.8;10.1;7.0;0.1;0;0;0;0;0
2026-06-30;2026-07-04;Chapeco;4;2.8;17.5;9.0;0.0;0;0;0;0;0
2026-06-30;2026-07-05;Chapeco;5;9.4;21.5;14.9;0.0;0;0;0;0;0
2026-06-30;2026-07-06;Chapeco;6;10.8;14.9;13.8;9.6;0;0;0;0;0
2026-06-30;2026-07-07;Chapeco;7;7.3;15.5;10.3;0.0;0;0;0;0;0
2026-07-01;2026-07-02;Sao Jose;1;14.8;19.2;16.5;6.7;0;0;0;1;0
2026-07-01;2026-07-03;Sao Jose;2;7.6;16.3;12.7;1.2;0;0;0;0;0
2026-07-01;2026-07-04;Sao Jose;3;6.8;17.6;11.9;0.0;0;0;0;0;0
2026-07-01;2026-07-05;Sao Jose;4;8.6;19.5;13.3;0.0;0;0;0;0;0
2026-07-01;2026-07-06;Sao Jose;5;10.3;19.3;14.5;2.0;0;0;0;0;0
2026-07-01;2026-07-07;Sao Jose;6;14.2;16.6;15.3;4.3;0;0;0;0;0
2026-07-01;2026-07-08;Sao Jose;7;12.5;20.3;15.6;0.0;0;0;0;0;0
2026-07-01;2026-07-02;Lages;1;9.5;18.1;13.9;24.1;0;0;1;1;0
2026-07-01;2026-07-03;Lages;2;2.9;10.4;7.1;0.0;0;0;0;0;0
2026-07-01;2026-07-04;Lages;3;0.4;15.6;7.2;0.0;0;0;0;0;0
2026-07-01;2026-07-05;Lages;4;6.1;17.0;10.4;0.4;0;0;0;0;0
2026-07-01;2026-07-06;Lages;5;8.6;16.4;12.0;8.4;0;0;0;0;0
2026-07-01;2026-07-07;Lages;6;7.8;17.1;12.0;2.6;0;0;0;0;0
2026-07-01;2026-07-08;Lages;7;7.8;17.3;11.7;0.0;0;0;0;0;0
2026-07-01;2026-07-02;Chapeco;1;10.6;19.0;15.2;30.2;0;0;1;1;0
2026-07-01;2026-07-03;Chapeco;2;5.8;12.3;8.8;0.4;0;0;0;0;0
2026-07-01;2026-07-04;Chapeco;3;3.3;18.7;10.0;0.8;0;0;0;0;0
2026-07-01;2026-07-05;Chapeco;4;8.8;21.3;14.7;1.9;0;0;0;0;0
2026-07-01;2026-07-06;Chapeco;5;13.0;16.9;14.7;23.6;0;0;0;1;0
2026-07-01;2026-07-07;Chapeco;6;8.8;18.4;12.5;0.5;0;0;0;0;0
2026-07-01;2026-07-08;Chapeco;7;7.6;22.2;13.6;0.0;0;0;0;0;0
2026-07-02;2026-07-03;Sao Jose;1;8.4;16.2;13.1;1.2;0;0;0;0;0
2026-07-02;2026-07-04;Sao Jose;2;6.4;17.7;11.0;0.0;0;0;0;0;0
2026-07-02;2026-07-05;Sao Jose;3;7.7;18.9;13.0;0.0;0;0;0;0;0
2026-07-02;2026-07-06;Sao Jose;4;9.8;19.4;14.4;1.4;0;0;0;0;0
2026-07-02;2026-07-07;Sao Jose;5;10.6;16.1;14.1;2.5;0;0;0;0;0
2026-07-02;2026-07-08;Sao Jose;6;9.8;20.1;13.3;0.0;0;0;0;0;0
2026-07-02;2026-07-09;Sao Jose;7;10.9;20.7;14.6;0.0;0;0;0;0;0
2026-07-02;2026-07-03;Lages;1;2.0;10.9;7.7;0.2;0;0;0;0;0
2026-07-02;2026-07-04;Lages;2;1.3;15.6;7.3;0.0;0;0;0;0;0
2026-07-02;2026-07-05;Lages;3;4.9;16.8;9.9;0.0;0;0;0;0;0
2026-07-02;2026-07-06;Lages;4;8.1;16.8;11.9;9.2;0;0;0;1;0
2026-07-02;2026-07-07;Lages;5;3.1;14.4;8.5;0.4;0;0;0;0;0
2026-07-02;2026-07-08;Lages;6;2.3;19.0;9.3;0.0;0;0;0;0;0
2026-07-02;2026-07-09;Lages;7;5.0;19.4;11.4;0.0;0;0;0;0;0
2026-07-02;2026-07-03;Chapeco;1;5.6;12.5;8.9;0.4;0;0;0;0;0
2026-07-02;2026-07-04;Chapeco;2;2.9;15.8;8.8;0.0;0;0;0;0;0
2026-07-02;2026-07-05;Chapeco;3;8.5;22.7;14.7;1.5;0;0;0;0;0
2026-07-02;2026-07-06;Chapeco;4;9.4;17.4;14.0;17.6;0;0;0;0;0
2026-07-02;2026-07-07;Chapeco;5;6.5;15.3;9.4;0.0;0;0;0;0;0
2026-07-02;2026-07-08;Chapeco;6;4.3;21.1;11.5;0.0;0;0;0;0;0
2026-07-02;2026-07-09;Chapeco;7;11.4;23.0;16.3;0.0;0;0;0;0;0
2026-07-03;2026-07-04;Sao Jose;1;6.4;16.9;10.8;0.0;0;0;0;0;0
2026-07-03;2026-07-05;Sao Jose;2;8.0;18.2;12.3;0.1;0;0;0;0;0
2026-07-03;2026-07-06;Sao Jose;3;9.8;17.8;13.9;13.8;0;0;0;0;0
2026-07-03;2026-07-07;Sao Jose;4;11.6;16.6;14.1;6.6;0;0;0;0;0
2026-07-03;2026-07-08;Sao Jose;5;8.6;18.9;12.9;0.0;0;0;0;0;0
2026-07-03;2026-07-09;Sao Jose;6;9.7;19.9;13.5;0.0;0;0;0;0;0
2026-07-03;2026-07-10;Sao Jose;7;8.2;19.0;12.7;0.0;0;0;0;0;0
2026-07-03;2026-07-04;Lages;1;0.2;15.5;6.7;0.0;0;0;0;0;0
2026-07-03;2026-07-05;Lages;2;5.4;16.1;9.4;1.0;0;0;0;0;0
2026-07-03;2026-07-06;Lages;3;9.4;15.4;11.8;10.1;0;0;0;0;0
2026-07-03;2026-07-07;Lages;4;3.6;13.6;8.2;0.1;0;0;0;0;0
2026-07-03;2026-07-08;Lages;5;1.0;17.9;8.2;0.0;0;0;0;0;0
2026-07-03;2026-07-09;Lages;6;5.2;18.1;10.1;0.0;0;0;0;0;0
2026-07-03;2026-07-10;Lages;7;5.2;18.1;10.9;0.0;0;0;0;0;0
2026-07-03;2026-07-04;Chapeco;1;2.6;15.3;8.2;0.1;0;0;0;0;0
2026-07-03;2026-07-05;Chapeco;2;7.3;22.8;14.6;0.1;0;0;0;0;0
2026-07-03;2026-07-06;Chapeco;3;9.1;15.2;12.2;5.0;0;0;0;0;0
2026-07-03;2026-07-07;Chapeco;4;4.9;13.8;8.2;0.0;0;0;0;0;0
2026-07-03;2026-07-08;Chapeco;5;2.8;19.5;10.7;0.0;0;0;0;0;0
2026-07-03;2026-07-09;Chapeco;6;8.7;18.9;13.3;0.0;0;0;0;0;0
2026-07-03;2026-07-10;Chapeco;7;12.2;22.4;16.6;0.0;0;0;0;0;0
2026-07-04;2026-07-05;Sao Jose;1;8.4;18.8;13.1;0.4;0;0;0;0;0
2026-07-04;2026-07-06;Sao Jose;2;10.2;18.6;14.8;4.3;0;0;0;0;0
2026-07-04;2026-07-07;Sao Jose;3;9.8;15.8;13.8;2.7;0;0;0;0;0
2026-07-04;2026-07-08;Sao Jose;4;6.5;18.2;11.6;0.0;0;0;0;0;0
2026-07-04;2026-07-09;Sao Jose;5;6.4;20.6;12.6;0.0;0;0;0;0;0
2026-07-04;2026-07-10;Sao Jose;6;10.1;20.6;14.3;0.0;0;0;0;0;0
2026-07-04;2026-07-11;Sao Jose;7;12.6;17.5;15.6;5.2;0;0;0;0;0
2026-07-04;2026-07-05;Lages;1;5.5;16.5;10.0;0.0;0;0;0;0;0
2026-07-04;2026-07-06;Lages;2;9.5;17.1;12.4;8.5;0;0;0;0;0
2026-07-04;2026-07-07;Lages;3;3.8;12.1;8.2;0.4;0;0;0;0;0
2026-07-04;2026-07-08;Lages;4;1.2;16.4;7.7;0.0;0;0;0;0;0
2026-07-04;2026-07-09;Lages;5;3.6;20.4;10.4;0.0;0;0;0;0;0
2026-07-04;2026-07-10;Lages;6;6.5;19.9;12.6;0.0;0;0;0;0;0
2026-07-04;2026-07-11;Lages;7;11.5;15.8;13.2;19.8;0;0;0;0;0
2026-07-04;2026-07-05;Chapeco;1;7.4;22.2;14.0;1.0;0;0;0;0;0
2026-07-04;2026-07-06;Chapeco;2;9.4;14.5;12.7;0.9;0;0;0;0;0
2026-07-04;2026-07-07;Chapeco;3;5.7;13.4;8.9;0.0;0;0;0;0;0
2026-07-04;2026-07-08;Chapeco;4;2.4;18.4;9.6;0.0;0;0;0;0;0
2026-07-04;2026-07-09;Chapeco;5;6.5;21.6;13.1;0.0;0;0;0;0;0
2026-07-04;2026-07-10;Chapeco;6;12.4;21.3;16.7;0.8;0;0;0;0;0
2026-07-04;2026-07-11;Chapeco;7;13.8;17.2;15.9;17.2;0;0;0;0;0
2026-07-05;2026-07-06;Sao Jose;1;11.1;21.0;15.1;4.1;0;0;0;0;0
2026-07-05;2026-07-07;Sao Jose;2;10.7;15.7;13.7;8.3;0;0;0;0;0
2026-07-05;2026-07-08;Sao Jose;3;7.1;18.6;12.1;0.0;0;0;0;0;0
2026-07-05;2026-07-09;Sao Jose;4;7.6;21.0;13.0;0.0;0;0;0;0;0
2026-07-05;2026-07-10;Sao Jose;5;9.3;20.2;13.9;0.0;0;0;0;0;0
2026-07-05;2026-07-11;Sao Jose;6;10.6;18.4;13.9;2.4;0;0;0;0;0
2026-07-05;2026-07-12;Sao Jose;7;11.2;17.9;14.3;0.0;0;0;0;0;0
2026-07-05;2026-07-06;Lages;1;9.3;16.8;12.3;1.3;0;0;0;0;0
2026-07-05;2026-07-07;Lages;2;3.2;12.4;7.8;0.0;0;0;0;0;0
2026-07-05;2026-07-08;Lages;3;0.4;17.1;7.8;0.0;0;0;0;0;0
2026-07-05;2026-07-09;Lages;4;4.9;20.5;11.1;0.0;0;0;0;0;0
2026-07-05;2026-07-10;Lages;5;5.2;19.6;11.7;0.0;0;0;0;0;0
2026-07-05;2026-07-11;Lages;6;10.0;17.3;12.7;13.2;0;0;0;0;0
2026-07-05;2026-07-12;Lages;7;5.5;15.3;9.8;0.0;0;0;0;0;0
2026-07-05;2026-07-06;Chapeco;1;10.2;13.6;12.2;0.8;0;0;0;0;0
2026-07-05;2026-07-07;Chapeco;2;4.9;13.3;8.6;0.0;0;0;0;0;0
2026-07-05;2026-07-08;Chapeco;3;2.5;19.7;9.7;0.0;0;0;0;0;0
2026-07-05;2026-07-09;Chapeco;4;7.3;21.3;13.3;0.0;0;0;0;0;0
2026-07-05;2026-07-10;Chapeco;5;9.0;22.1;15.2;0.0;0;0;0;0;0
2026-07-05;2026-07-11;Chapeco;6;11.8;18.7;15.4;13.2;0;0;0;1;0
2026-07-05;2026-07-12;Chapeco;7;9.2;17.2;12.1;0.0;0;0;0;0;0
2026-07-06;2026-07-07;Sao Jose;1;9.0;15.7;13.7;0.7;0;0;0;0;0
2026-07-06;2026-07-08;Sao Jose;2;6.1;18.9;11.6;0.0;0;0;0;0;0
2026-07-06;2026-07-09;Sao Jose;3;7.9;21.1;13.0;0.0;0;0;0;0;0
2026-07-06;2026-07-10;Sao Jose;4;9.0;20.0;13.8;0.5;0;0;0;0;0
2026-07-06;2026-07-11;Sao Jose;5;13.2;15.8;14.2;4.3;0;0;0;0;0
2026-07-06;2026-07-12;Sao Jose;6;12.0;17.8;14.7;5.1;0;0;0;0;0
2026-07-06;2026-07-13;Sao Jose;7;10.0;17.5;12.6;0.0;0;0;0;0;0
2026-07-06;2026-07-07;Lages;1;2.8;12.1;6.8;0.0;0;0;0;0;0
2026-07-06;2026-07-08;Lages;2;0.6;17.9;7.9;0.0;0;0;0;0;0
2026-07-06;2026-07-09;Lages;3;5.9;20.7;11.6;0.0;0;0;0;0;0
2026-07-06;2026-07-10;Lages;4;6.5;18.9;12.2;0.6;0;0;0;0;0
2026-07-06;2026-07-11;Lages;5;9.8;14.5;11.8;8.8;0;0;0;0;0
2026-07-06;2026-07-12;Lages;6;7.1;13.2;10.9;12.8;0;0;0;0;0
2026-07-06;2026-07-13;Lages;7;3.7;10.2;6.5;0.0;0;0;0;0;0
2026-07-06;2026-07-07;Chapeco;1;2.9;12.7;7.0;0.0;0;0;0;0;0
2026-07-06;2026-07-08;Chapeco;2;1.5;19.6;9.4;0.0;0;0;0;0;0
2026-07-06;2026-07-09;Chapeco;3;7.7;21.0;13.6;0.0;0;0;0;0;0
2026-07-06;2026-07-10;Chapeco;4;10.5;20.5;14.3;13.4;0;0;0;0;0
2026-07-06;2026-07-11;Chapeco;5;12.3;20.4;15.7;8.5;0;0;0;0;0
2026-07-06;2026-07-12;Chapeco;6;8.3;15.8;12.8;2.4;0;0;0;0;0
2026-07-06;2026-07-13;Chapeco;7;4.3;11.3;7.6;0.0;0;0;0;0;0
2026-07-07;2026-07-08;Sao Jose;1;6.8;18.8;12.0;0.0;0;0;0;0;0
2026-07-07;2026-07-09;Sao Jose;2;7.5;19.7;12.5;0.0;0;0;0;0;0
2026-07-07;2026-07-10;Sao Jose;3;10.4;20.0;14.8;0.0;0;0;0;0;0
2026-07-07;2026-07-11;Sao Jose;4;13.4;17.3;15.2;8.3;0;0;0;0;0
2026-07-07;2026-07-12;Sao Jose;5;13.3;19.2;15.2;1.0;0;0;0;0;0
2026-07-07;2026-07-13;Sao Jose;6;8.9;15.5;12.9;1.2;0;0;0;0;0
2026-07-07;2026-07-14;Sao Jose;7;7.1;19.5;13.2;0.0;0;0;0;0;0
2026-07-07;2026-07-08;Lages;1;-0.1;17.9;8.0;0.0;0;0;0;0;1
2026-07-07;2026-07-09;Lages;2;5.3;20.7;11.6;0.0;0;0;0;0;0
2026-07-07;2026-07-10;Lages;3;8.0;20.1;13.3;0.1;0;0;0;0;0
2026-07-07;2026-07-11;Lages;4;12.0;15.1;13.6;26.6;0;0;0;1;0
2026-07-07;2026-07-12;Lages;5;5.7;15.5;11.1;0.1;0;0;0;0;0
2026-07-07;2026-07-13;Lages;6;2.9;13.9;7.8;0.0;0;0;0;0;0
2026-07-07;2026-07-14;Lages;7;6.1;17.2;10.1;0.0;0;0;0;0;0
2026-07-07;2026-07-08;Chapeco;1;2.2;19.1;9.7;0.0;0;0;0;0;0
2026-07-07;2026-07-09;Chapeco;2;8.3;21.7;14.5;0.0;0;0;0;0;0
2026-07-07;2026-07-10;Chapeco;3;13.8;19.7;15.8;29.4;0;0;0;0;0
2026-07-07;2026-07-11;Chapeco;4;14.1;19.2;15.9;35.1;0;0;0;1;0
2026-07-07;2026-07-12;Chapeco;5;9.2;17.8;13.8;0.1;0;0;0;0;0
2026-07-07;2026-07-13;Chapeco;6;6.5;16.3;10.3;0.0;0;0;0;0;0
2026-07-07;2026-07-14;Chapeco;7;6.2;21.5;14.3;0.0;0;0;0;0;0
2026-07-08;2026-07-09;Sao Jose;1;7.9;20.6;13.1;0.0;0;0;0;0;0
2026-07-08;2026-07-10;Sao Jose;2;10.4;21.9;14.9;8.8;0;0;0;0;0
2026-07-08;2026-07-11;Sao Jose;3;13.5;18.4;15.5;16.4;0;0;0;0;0
2026-07-08;2026-07-12;Sao Jose;4;12.5;20.5;15.7;0.1;0;0;0;0;0
2026-07-08;2026-07-13;Sao Jose;5;9.2;17.0;13.2;0.0;0;0;0;0;0
2026-07-08;2026-07-14;Sao Jose;6;7.3;18.4;11.9;0.0;0;0;0;0;0
2026-07-08;2026-07-15;Sao Jose;7;10.5;21.0;15.1;0.0;0;0;0;0;0
2026-07-08;2026-07-09;Lages;1;5.2;20.4;11.5;0.0;0;0;0;0;0
2026-07-08;2026-07-10;Lages;2;8.2;19.5;13.3;7.9;0;0;0;0;0
2026-07-08;2026-07-11;Lages;3;11.5;18.0;14.2;14.2;0;0;0;0;0
2026-07-08;2026-07-12;Lages;4;8.3;16.2;12.4;0.1;0;0;0;0;0
2026-07-08;2026-07-13;Lages;5;4.7;13.9;8.0;0.0;0;0;0;0;0
2026-07-08;2026-07-14;Lages;6;5.4;15.4;9.7;0.0;0;0;0;0;0
2026-07-08;2026-07-15;Lages;7;7.7;17.7;11.1;0.0;0;0;0;0;0
2026-07-08;2026-07-09;Chapeco;1;8.6;22.3;14.8;0.0;0;0;0;0;0
2026-07-08;2026-07-10;Chapeco;2;13.3;21.1;16.2;29.3;0;0;0;1;0
2026-07-08;2026-07-11;Chapeco;3;13.9;19.3;15.7;40.4;0;0;0;1;0
2026-07-08;2026-07-12;Chapeco;4;10.0;17.5;14.1;0.9;0;0;0;0;0
2026-07-08;2026-07-13;Chapeco;5;6.9;15.5;10.1;0.0;0;0;0;0;0
2026-07-08;2026-07-14;Chapeco;6;5.2;20.9;12.6;0.0;0;0;0;0;0
2026-07-08;2026-07-15;Chapeco;7;11.8;24.2;16.5;0.0;0;0;0;0;0
2026-07-09;2026-07-10;Sao Jose;1;10.6;20.8;14.8;24.9;0;0;0;0;0
2026-07-09;2026-07-11;Sao Jose;2;13.7;18.5;15.6;24.7;0;0;0;0;0
2026-07-09;2026-07-12;Sao Jose;3;12.2;19.2;15.6;0.2;0;0;0;0;0
2026-07-09;2026-07-13;Sao Jose;4;8.4;17.7;12.8;0.0;0;0;0;0;0
2026-07-09;2026-07-14;Sao Jose;5;6.5;19.4;11.7;0.0;0;0;0;0;0
2026-07-09;2026-07-15;Sao Jose;6;7.6;20.1;13.5;0.0;0;0;0;0;0
2026-07-09;2026-07-16;Sao Jose;7;11.6;21.1;16.1;0.0;0;0;0;0;0
2026-07-09;2026-07-10;Lages;1;9.6;16.7;12.7;27.8;0;0;0;0;0
2026-07-09;2026-07-11;Lages;2;9.9;17.0;13.1;33.7;0;0;0;0;0
2026-07-09;2026-07-12;Lages;3;6.8;15.7;11.3;0.2;0;0;0;0;0
2026-07-09;2026-07-13;Lages;4;5.2;13.9;8.6;0.0;0;0;0;0;0
2026-07-09;2026-07-14;Lages;5;6.4;15.3;9.3;0.0;0;0;0;0;0
2026-07-09;2026-07-15;Lages;6;5.6;18.6;10.6;0.0;0;0;0;0;0
2026-07-09;2026-07-16;Lages;7;9.3;23.1;15.1;0.0;0;0;0;0;0
2026-07-09;2026-07-10;Chapeco;1;14.5;18.0;16.4;39.2;0;0;0;1;0
2026-07-09;2026-07-11;Chapeco;2;13.7;21.3;16.5;35.8;0;0;0;1;0
2026-07-09;2026-07-12;Chapeco;3;9.7;17.4;13.8;0.2;0;0;0;0;0
2026-07-09;2026-07-13;Chapeco;4;6.8;15.8;10.1;0.0;0;0;0;0;0
2026-07-09;2026-07-14;Chapeco;5;5.3;20.7;12.4;0.0;0;0;0;0;0
2026-07-09;2026-07-15;Chapeco;6;10.4;22.9;16.6;0.0;0;0;0;0;0
2026-07-09;2026-07-16;Chapeco;7;18.1;26.3;21.4;0.0;0;0;0;0;0
2026-07-10;2026-07-11;Sao Jose;1;13.4;18.4;15.0;23.3;0;0;0;1;0
2026-07-10;2026-07-12;Sao Jose;2;12.1;20.0;15.1;1.0;0;0;0;0;0
