data;unidade;produto_variedade;classificacao;tipo;origem;embalagem;conv_kg;preco_minimo;preco_comum;preco_maximo;preco_comum_kg
2026-01-05;São José;Abacate Avocado;;Convenci;Nacional;Caixa;10;150.0;150.0;160.0;15.0
2026-01-05;São José;Abacate Avocado;;Convenci;Importado;Caixa;10;140.0;150.0;150.0;15.0
2026-01-05;São José;Abacate Liso(a);Grande;Convenci;Nacional;Caixa;20;180.0;200.0;200.0;10.0
2026-01-05;São José;Abacaxi;Médio(a);Convenci;Nacional;Caixa;1,2;5.0;5.0;5.5;4.17
2026-01-05;São José;Abacaxi Ananas;Grande;Convenci;Nacional;Unidade;1,7;8.0;8.0;8.0;4.71
2026-01-05;São José;Abacaxi Perola;Grande;Convenci;Nacional;Unidade;1,7;8.0;8.0;8.5;4.71
2026-01-05;São José;Abobora Abobrinha Italiana;;Convenci;Nacional;Caixa;18;20.0;25.0;30.0;1.39
2026-01-05;São José;Abobora Kabutiá;;Convenci;Nacional;Saco;20;35.0;38.0;38.0;1.9
2026-01-05;São José;Abobora Menina;;Convenci;Nacional;Saco;20;38.0;40.0;50.0;2.0
2026-01-05;São José;Abobora Moranga;;Convenci;Nacional;Saco;20;25.0;30.0;35.0;1.5
2026-01-05;São José;Abobora Paulista;;Convenci;Nacional;Saco;20;25.0;30.0;34.0;1.5
2026-01-05;São José;Acelga;Grande;Convenci;Nacional;Unidade;2,5;3.0;3.0;4.0;1.2
2026-01-05;São José;Acerola;;Convenci;Nacional;Caixa;2;85.0;85.0;85.0;42.5
2026-01-05;São José;Agrião;;Convenci;Nacional;Maço;0,2;1.3;1.5;1.8;7.5
2026-01-05;São José;Aipim;;Convenci;Nacional;Caixa;23;60.0;60.0;70.0;2.61
2026-01-05;São José;Alcachofra Comum;;Convenci;Nacional;Caixa;2;13.0;15.0;15.0;7.5
2026-01-05;São José;Alecrim;;Convenci;Nacional;Maço;0,1;2.0;2.0;2.5;20.0
2026-01-05;São José;Alface Americana;;Convenci;Nacional;Unidade;0,3;1.8;2.0;2.5;6.67
2026-01-05;São José;Alface Crespa;;Convenci;Nacional;Unidade;0,3;1.5;1.8;2.0;6.0
2026-01-05;São José;Alface Liso(a);;Convenci;Nacional;Unidade;0,3;1.5;1.8;2.0;6.0
2026-01-05;São José;Alfavaca;;Convenci;Nacional;Molho;0,2;1.3;1.5;1.8;7.5
2026-01-05;São José;Alho Nobre;Tipo 4;Convenci;Nacional;Caixa;10;125.0;125.0;130.0;12.5
2026-01-05;São José;Alho Nobre;Tipo 5;Convenci;Nacional;Caixa;10;145.0;150.0;150.0;15.0
2026-01-05;São José;Alho Nobre;Tipo 6;Convenci;Nacional;Caixa;10;160.0;160.0;165.0;16.0
2026-01-05;São José;Alho Nobre;Tipo 6;Convenci;Importado;Caixa;10;140.0;145.0;145.0;14.5
2026-01-05;São José;Alho Nobre;Tipo 7;Convenci;Nacional;Caixa;10;170.0;170.0;175.0;17.0
2026-01-05;São José;Alho Nobre;Tipo 8;Convenci;Nacional;Caixa;10;185.0;190.0;190.0;19.0
2026-01-05;São José;Alho Poró;;Convenci;Nacional;Maço;2,5;28.0;30.0;30.0;12.0
2026-01-05;São José;Almeirão;;Convenci;Nacional;Maço;0,2;1.3;1.5;1.8;7.5
2026-01-05;São José;Ameixa;;Convenci;Nacional;Caixa;10;85.0;90.0;105.0;9.0
2026-01-05;São José;Ameixa;;Convenci;Importado;Caixa;9;120.0;120.0;160.0;13.33
2026-01-05;São José;Amendoim Com Casca;;Convenci;Nacional;Saco;25;250.0;250.0;250.0;10.0
2026-01-05;São José;Amendoim Sem Casca;;Convenci;Nacional;Saco;25;250.0;250.0;250.0;10.0
2026-01-05;São José;Amora;;Convenci;Nacional;Bandeja;0,1;3.5;3.5;3.5;35.0
2026-01-05;São José;Arroz;;Convenci;Nacional;Kilo;1;6.48;6.48;6.48;6.48
2026-01-05;São José;Aspargo;;Convenci;Nacional;Maço;0,45;24.0;24.0;24.0;53.33
2026-01-05;São José;Açafrão;;Convenci;Nacional;Kilo;1;10.0;10.0;12.0;10.0
2026-01-05;São José;Açúcar Branco(a);;Convenci;Nacional;Kilo;1;4.29;4.29;4.29;4.29
2026-01-05;São José;Açúcar Mascavo;;Convenci;Nacional;Kilo;1;11.0;11.0;12.0;11.0
2026-01-05;São José;Banana Branco(a);;Convenci;Nacional;Caixa;20;70.0;80.0;80.0;4.0
2026-01-05;São José;Banana Branco(a);;Organico;Nacional;Kilo;1;4.5;5.0;5.0;5.0
2026-01-05;São José;Banana Caturra;;Convenci;Nacional;Caixa;20;60.0;70.0;80.0;3.5
2026-01-05;São José;Banana Figo;;Convenci;Nacional;Caixa;10;35.0;45.0;45.0;4.5
2026-01-05;São José;Banana Maça;;Convenci;Nacional;Caixa;18;145.0;180.0;225.0;10.0
2026-01-05;São José;Banha;;Convenci;Nacional;Kilo;1;12.5;12.5;13.5;12.5
2026-01-05;São José;Batata Aipo;;Convenci;Nacional;Caixa;10;25.0;30.0;30.0;3.0
2026-01-05;São José;Batata Cara;;Convenci;Nacional;Caixa;10;65.0;65.0;68.75;6.5
2026-01-05;São José;Batata Doce;;Convenci;Nacional;Caixa;20;40.0;50.0;50.0;2.5
2026-01-05;São José;Batata Doce PAULISTA;;Convenci;Nacional;Caixa;20;60.0;65.0;70.0;3.25
2026-01-05;São José;Batata Iacon;Comercial;Convenci;Nacional;Caixa;10;81.25;85.0;85.0;8.5
2026-01-05;São José;Batata Inglesa Comum;Diversa Lavada;Convenci;Nacional;Saco;25;38.0;40.0;45.0;1.6
2026-01-05;São José;Batata Inglesa Comum;;Convenci;Nacional;Saco;25;50.0;55.0;60.0;2.2
2026-01-05;São José;Batata Inglesa Comum;Especial Lavada;Convenci;Nacional;Saco;25;70.0;70.0;78.0;2.8
2026-01-05;São José;Batata Inglesa Mini;;Convenci;Nacional;Bandeja;0,7;4.0;4.0;4.0;5.71
2026-01-05;São José;Batata Inglesa Rosa;Especial;Convenci;Nacional;Saco;25;65.0;70.0;70.0;2.8
2026-01-05;São José;Bebidas Alcoolicas Cachaça;;Convenci;Nacional;Saco;1;6.0;7.0;8.0;7.0
2026-01-05;São José;Bebidas Alcoolicas Licor;;Convenci;Nacional;Litro;1;10.0;10.0;10.0;10.0
2026-01-05;São José;Bebidas Alcoolicas Vinho;;Convenci;Nacional;Litro;5;50.0;55.0;55.0;11.0
2026-01-05;São José;Berinjela;;Convenci;Nacional;Caixa;10;20.0;25.0;30.0;2.5
2026-01-05;São José;Beterraba;;Convenci;Nacional;Molho;1;2.5;3.0;3.0;3.0
2026-01-05;São José;Beterraba;;Convenci;Nacional;Caixa;20;50.0;55.0;65.0;2.75
2026-01-05;São José;Broto Alfafa;;Convenci;Nacional;Bandeja;0,5;4.5;4.5;5.0;9.0
2026-01-05;São José;Broto Bambu;;Convenci;Nacional;Bandeja;0,5;20.0;20.0;20.0;40.0
2026-01-05;São José;Broto Feijão;;Convenci;Nacional;Bandeja;0,5;4.5;5.0;5.0;10.0
2026-01-05;São José;Brócolis Chinês;;Convenci;Nacional;Unidade;0,5;2.0;2.5;2.5;5.0
2026-01-05;São José;Brócolis Ramoso;;Convenci;Nacional;Molho;0,25;1.3;1.5;1.8;6.0
2026-01-05;São José;Cacau;;Convenci;Nacional;Caixa;12;205.0;205.0;205.0;17.08
2026-01-05;São José;Caju;;Convenci;Nacional;Caixa;4;55.0;55.0;55.0;13.75
2026-01-05;São José;Caqui;;Convenci;Importado;Caixa;5;133.35;133.35;133.35;26.67
2026-01-05;São José;Carambola;;Convenci;Nacional;Caixa;10;60.0;60.0;60.0;6.0
2026-01-05;São José;Carnes Charque;;Convenci;Nacional;Kilo;1;48.9;52.0;52.9;52.0
2026-01-05;São José;Carnes Costela;;Convenci;Nacional;Kilo;1;36.9;36.9;38.0;36.9
2026-01-05;São José;Carnes Frango;;Convenci;Nacional;Kilo;1;10.0;10.0;10.0;10.0
2026-01-05;São José;Carnes Linguiças;;Convenci;Nacional;Kilo;1;32.0;32.0;32.9;32.0
2026-01-05;São José;Carnes Mortadela;;Convenci;Nacional;Kilo;1;16.0;16.0;16.0;16.0
2026-01-05;São José;Carnes Presunto;;Convenci;Nacional;Kilo;1;36.0;36.0;36.0;36.0
2026-01-05;São José;Carvão;;Convenci;Nacional;Saco;7;25.0;27.0;27.0;3.86
2026-01-05;São José;Cebola Pera;;Convenci;Nacional;Saco;20;30.0;30.0;35.0;1.5
2026-01-05;São José;Cebola Pera;;Convenci;Nacional;Bandeja;0,6;4.0;4.0;4.0;6.67
2026-01-05;São José;Cebola Roxa(o);;Convenci;Nacional;Saco;20;50.0;60.0;65.0;3.0
2026-01-05;São José;Cebolinha;;Convenci;Nacional;Maço;0,1;1.3;1.5;1.8;15.0
2026-01-05;São José;Cenoura Baby;;Convenci;Nacional;Bandeja;0,25;11.0;11.0;12.0;44.0
2026-01-05;São José;Cenoura Comum;;Convenci;Nacional;Caixa;20;50.0;55.0;55.0;2.75
2026-01-05;São José;Cereja;;Convenci;Importado;Caixa;5;165.0;165.0;165.0;33.0
2026-01-05;São José;Chicória;;Convenci;Nacional;Unidade;0,3;1.3;1.5;1.8;5.0
2026-01-05;São José;Chuchu Comum;;Convenci;Nacional;Caixa;20;70.0;70.0;80.0;3.5
2026-01-05;São José;Chuchu Mini;;Convenci;Nacional;Bandeja;0,3;3.5;3.5;3.5;11.67
2026-01-05;São José;Coco Seco;;Convenci;Nacional;Saco;15;68.0;68.0;70.0;4.53
2026-01-05;São José;Coco Verde;;Convenci;Nacional;Unidade;2;4.0;5.0;5.5;2.5
2026-01-05;São José;Coentro;;Convenci;Nacional;Maço;0,1;1.3;1.5;1.8;15.0
2026-01-05;São José;Cogumelo Champignon;;Convenci;Nacional;Bandeja;0,2;11.0;11.0;12.0;55.0
2026-01-05;São José;Cogumelo Shimeji;;Convenci;Nacional;Bandeja;0,2;10.0;10.0;10.5;50.0
2026-01-05;São José;Cogumelo Shitake;;Convenci;Nacional;Bandeja;0,2;11.0;11.0;11.0;55.0
2026-01-05;São José;Couve-Folha;;Convenci;Nacional;Maço;0,25;1.3;1.5;1.8;6.0
2026-01-05;São José;Couve-flor;Grande;Convenci;Nacional;Unidade;1,5;2.5;3.0;3.0;2.0
2026-01-05;São José;Couve-flor;Médio(a);Convenci;Nacional;Unidade;1,25;2.0;2.0;2.0;1.6
2026-01-05;São José;Ervilha;;Convenci;Nacional;Bandeja;0,2;3.0;3.5;5.0;17.5
2026-01-05;São José;Ervilha;;Convenci;Nacional;Caixa;8;70.0;80.0;80.0;10.0
2026-01-05;São José;Espinafre;;Convenci;Nacional;Molho;0,2;1.3;1.5;1.8;7.5
2026-01-05;São José;Farinha Mandioca;;Convenci;Nacional;Kilo;1;6.0;9.0;12.0;9.0
2026-01-05;São José;Farinha Trigo;;Convenci;Nacional;Kilo;1;4.49;4.49;4.49;4.49
2026-01-05;São José;Feijão Branco(a);;Convenci;Nacional;Saco;30;300.0;420.0;540.0;14.0
2026-01-05;São José;Feijão Carioca;;Convenci;Nacional;Saco;30;160.0;180.0;210.0;6.0
2026-01-05;São José;Feijão Preto;;Convenci;Nacional;Saco;30;90.0;100.0;105.0;3.33
2026-01-05;São José;Feijão Vermelho(a);;Convenci;Nacional;Saco;30;240.0;250.0;260.0;8.33
2026-01-05;São José;Figo Roxa(o);;Convenci;Nacional;Caixa;0,6;11.0;12.0;12.0;20.0
2026-01-05;São José;Figo Verde;;Convenci;Nacional;Caixa;2;45.0;45.0;45.0;22.5
2026-01-05;São José;Flores Comestíveis;;Convenci;Nacional;Bandeja;0,012;12.0;12.0;13.0;1000.0
2026-01-05;São José;Gengibre;;Convenci;Nacional;Caixa;10;70.0;80.0;85.0;8.0
2026-01-05;São José;Gengibre;;Convenci;Nacional;Bandeja;0,25;3.0;4.0;5.0;16.0
2026-01-05;São José;Goiaba Branco(a);;Convenci;Nacional;Caixa;10;80.0;80.0;80.0;8.0
2026-01-05;São José;Goiaba Vermelho(a);;Convenci;Nacional;Caixa;10;80.0;85.0;85.0;8.5
2026-01-05;São José;Grão de Bico;;Convenci;Nacional;Kilo;1;18.25;18.25;18.25;18.25
2026-01-05;São José;Hortelã;;Convenci;Nacional;Maço;0,1;1.3;1.5;1.8;15.0
2026-01-05;São José;Inhame;;Convenci;Nacional;Caixa;10;45.0;70.0;70.0;7.0
2026-01-05;São José;Jaboticaba;;Convenci;Nacional;Caixa;10;350.0;350.0;350.0;35.0
2026-01-05;São José;Jaca;;Convenci;Nacional;Unidade;4;35.0;35.0;35.0;8.75
2026-01-05;São José;Jiló;;Convenci;Nacional;Bandeja;0,3;4.0;4.0;5.0;13.33
2026-01-05;São José;Jiló;;Convenci;Nacional;Caixa;18;80.0;90.0;120.0;5.0
2026-01-05;São José;Kiwi;;Convenci;Importado;Caixa;10;190.0;190.0;215.0;19.0
2026-01-05;São José;Kiwi;;Convenci;Nacional;Caixa;10;88.0;88.0;88.0;8.8
2026-01-05;São José;LICHIA;;Convenci;Nacional;Caixa;2,5;34.0;34.0;35.0;13.6
2026-01-05;São José;LICOR;;Convenci;Nacional;Litro;1;10.0;10.0;10.0;10.0
2026-01-05;São José;Laranja Açucar;;Convenci;Nacional;Caixa;20;50.0;50.0;50.0;2.5
2026-01-05;São José;Laranja Bahia;;Convenci;Importado;Caixa;15;110.0;110.0;155.0;7.33
2026-01-05;São José;Laranja Bahia;;Convenci;Nacional;Caixa;20;120.0;120.0;120.0;6.0
2026-01-05;São José;Laranja Kinkan;;Convenci;Nacional;Caixa;4;40.0;40.0;40.0;10.0
2026-01-05;São José;Laranja Lima;;Convenci;Nacional;Caixa;20;115.0;115.0;115.0;5.75
2026-01-05;São José;Laranja Pera;;Convenci;Nacional;Caixa;20;58.0;60.0;60.0;3.0
2026-01-05;São José;Lima-da-pércia;;Convenci;Nacional;Caixa;20;80.0;80.0;80.0;4.0
2026-01-05;São José;Limão Comum;Grande;Convenci;Nacional;Caixa;22;50.0;50.0;50.0;2.27
2026-01-05;São José;Limão Siciliano;Grande;Convenci;Importado;Caixa;15;150.0;150.0;150.0;10.0
2026-01-05;São José;Limão Siciliano;Grande;Convenci;Nacional;Caixa;15;135.0;145.0;145.0;9.67
2026-01-05;São José;Limão Thaiti;;Convenci;Nacional;Caixa;20;65.0;70.0;75.0;3.5
2026-01-05;São José;Mamão Formosa;;Convenci;Nacional;Caixa;12;90.0;90.0;96.0;7.5
2026-01-05;São José;Mamão Formosa;;Convenci;Nacional;Caixa;20;96.0;96.0;96.0;4.8
2026-01-05;São José;Mamão Papaya - Hawai;;Convenci;Nacional;Caixa;9;60.0;70.0;75.0;7.78
2026-01-05;São José;Manga Espada;;Convenci;Nacional;Caixa;10;42.0;42.0;50.0;4.2
2026-01-05;São José;Manga Palmer;;Convenci;Nacional;Caixa;10;55.0;55.0;58.0;5.5
2026-01-05;São José;Manga Palmer;;Convenci;Nacional;Caixa;20;110.0;110.0;115.0;5.5
2026-01-05;São José;Manga Rosa;;Convenci;Nacional;Caixa;5;43.35;43.35;43.35;8.67
2026-01-05;São José;Manga Tommy;;Convenci;Nacional;Caixa;10;52.0;52.0;52.0;5.2
2026-01-05;São José;Manjericão;;Convenci;Nacional;Maço;0,1;1.3;1.5;1.8;15.0
2026-01-05;São José;Manteiga;;Convenci;Nacional;Kilo;1;38.0;38.0;38.0;38.0
2026-01-05;São José;Maracujá Azedo;Grande;Convenci;Nacional;Caixa;11;100.0;110.0;120.0;10.0
2026-01-05;São José;Maracujá Doce;Grande;Convenci;Nacional;Caixa;5;112.5;112.5;112.5;22.5
2026-01-05;São José;Maxixe;;Convenci;Nacional;Caixa;18;234.0;234.0;234.0;13.0
2026-01-05;São José;Maçã;;Convenci;Importado;Caixa;10;110.0;110.0;110.0;11.0
2026-01-05;São José;Maçã Fuji;Cat 1;Convenci;Nacional;Caixa;18;175.0;180.0;180.0;10.0
2026-01-05;São José;Maçã Fuji;Cat 2;Convenci;Nacional;Caixa;18;155.0;160.0;160.0;8.89
2026-01-05;São José;Maçã Fuji;Cat 3;Convenci;Nacional;Caixa;18;145.0;150.0;150.0;8.33
2026-01-05;São José;Maçã Gala;Cat 1;Convenci;Nacional;Caixa;18;165.0;170.0;170.0;9.44
2026-01-05;São José;Maçã Gala;Cat 2;Convenci;Nacional;Caixa;18;165.0;170.0;170.0;9.44
2026-01-05;São José;Maçã Gala;Cat 3;Convenci;Nacional;Caixa;18;140.0;140.0;140.0;7.78
2026-01-05;São José;Maçã Gold;Cat 3;Convenci;Nacional;Caixa;18;130.0;135.0;135.0;7.5
2026-01-05;São José;Maçã Verde;;Convenci;Importado;Caixa;10;115.0;115.0;115.0;11.5
2026-01-05;São José;Mel;;Convenci;Nacional;Kilo;1;34.0;35.0;35.0;35.0
2026-01-05;São José;Melado;;Convenci;Nacional;Litro;1;9.0;10.0;10.0;10.0
2026-01-05;São José;Melancia Comum;Grande;Convenci;Nacional;Kilo;1;1.7;1.8;2.1;1.8
2026-01-05;São José;Melancia Kodama;;Convenci;Nacional;Caixa;15;63.75;63.75;63.75;4.25
2026-01-05;São José;Melancia Pingo Doce;;Convenci;Nacional;Caixa;15;57.0;57.0;57.0;3.8
2026-01-05;São José;Melão Amarelo(a);;Convenci;Nacional;Caixa;13;54.0;58.0;64.0;4.46
2026-01-05;São José;Melão Pele de Sapo;;Convenci;Nacional;Caixa;13;65.0;65.0;65.0;5.0
2026-01-05;São José;Milho Canjica;;Convenci;Nacional;Fardo;25;120.0;120.0;120.0;4.8
2026-01-05;São José;Milho Pipoca;;Convenci;Nacional;Saco;25;163.0;163.0;163.0;6.52
2026-01-05;São José;Milho Verde;;Convenci;Nacional;Bandeja;1;5.0;6.0;6.0;6.0
2026-01-05;São José;Milho Verde;;Convenci;Nacional;Saco;20;40.0;40.0;45.0;2.0
2026-01-05;São José;Morango;;Convenci;Nacional;Caixa;1;12.0;12.0;15.0;12.0
2026-01-05;São José;Mostarda Em folha;;Convenci;Nacional;Molho;0,2;1.3;1.5;1.8;7.5
2026-01-05;São José;Nabo;;Convenci;Nacional;Molho;1;3.0;3.0;3.0;3.0
2026-01-05;São José;Nabo;;Convenci;Nacional;Caixa;20;60.0;60.0;60.0;3.0
2026-01-05;São José;Nata;;Convenci;Nacional;Kilo;1;19.0;19.0;19.4;19.0
2026-01-05;São José;Nectarina;;Convenci;Importado;Caixa;8;180.0;180.0;180.0;22.5
2026-01-05;São José;Nectarina;;Convenci;Nacional;Caixa;10;50.0;65.0;75.0;6.5
2026-01-05;São José;Nespera;Extra AA;Convenci;Nacional;Caixa;5;200.0;200.0;200.0;40.0
2026-01-05;São José;Ovos Branco(a);Tipo 1 a 3;Convenci;Nacional;Caixa;25;160.0;170.0;180.0;6.8
2026-01-05;São José;Ovos Caipira;;Convenci;Nacional;Caixa;25;240.0;300.0;300.0;12.0
2026-01-05;São José;Ovos Codorna;;Convenci;Nacional;Caixa;1;6.0;6.0;6.0;6.0
2026-01-05;São José;Ovos Vermelho(a);;Convenci;Nacional;Dúzia;0,8;6.33;6.67;6.67;8.34
2026-01-05;São José;Ovos Vermelho(a);Tipo 1 a 3;Convenci;Nacional;Caixa;25;170.0;180.0;190.0;7.2
2026-01-05;São José;PHYSALIS;;Convenci;Nacional;Caixa;0,8;8.0;8.0;8.5;10.0
2026-01-05;São José;Paes/Doces Bolacha;;Convenci;Nacional;Kilo;1;18.0;20.0;20.0;20.0
2026-01-05;São José;Paes/Doces Bolo;;Convenci;Nacional;Unidade;0,5;10.0;10.0;12.0;20.0
2026-01-05;São José;Paes/Doces Cuca;;Convenci;Nacional;Kilo;0,35;8.0;8.0;9.0;22.86
2026-01-05;São José;Paes/Doces Pao;;Convenci;Nacional;Unidade;0,5;6.0;7.0;7.0;14.0
2026-01-05;São José;Palmito;;Convenci;Nacional;Unidade;0,5;16.0;16.0;16.0;32.0
2026-01-05;São José;Pepino Conserva;Extra AA;Convenci;Nacional;Caixa;20;120.0;120.0;120.0;6.0
2026-01-05;São José;Pepino Japonês;;Convenci;Nacional;Caixa;20;50.0;50.0;70.0;2.5
2026-01-05;São José;Pepino Salada;Extra AA;Convenci;Nacional;Caixa;20;45.0;50.0;50.0;2.5
2026-01-05;São José;Pera;;Convenci;Importado;Caixa;10;135.0;135.0;135.0;13.5
2026-01-05;São José;Pera D agua;Grande;Convenci;Nacional;Caixa;18;99.0;99.0;99.0;5.5
2026-01-05;São José;Pera D anjou;Grande;Convenci;Importado;Caixa;18;240.0;240.0;250.0;13.33
2026-01-05;São José;Pera Packans;Grande;Convenci;Importado;Caixa;18;200.0;200.0;200.0;11.11
2026-01-05;São José;Pera Willians;Grande;Convenci;Importado;Caixa;18;270.0;270.0;270.0;15.0
2026-01-05;São José;Pessego;;Convenci;Importado;Caixa;8;180.0;180.0;200.0;22.5
2026-01-05;São José;Pessego;;Convenci;Nacional;Caixa;10;50.0;50.0;55.0;5.0
2026-01-05;São José;Pimenta Vermelho(a);;Convenci;Nacional;Caixa;12;120.0;140.0;150.0;11.67
2026-01-05;São José;Pimenta Vermelho(a);Comercial;Convenci;Nacional;Bandeja;0,15;4.0;5.0;5.0;33.33
2026-01-05;São José;Pimentão Amarelo(a);Extra AA;Convenci;Nacional;Caixa;10;70.0;85.0;90.0;8.5
2026-01-05;São José;Pimentão Verde;Extra A;Convenci;Nacional;Caixa;10;30.0;30.0;30.0;3.0
2026-01-05;São José;Pimentão Verde;Extra AA;Convenci;Nacional;Caixa;10;40.0;50.0;50.0;5.0
2026-01-05;São José;Pimentão Vermelho(a);;Convenci;Nacional;Bandeja;0,3;9.0;10.0;12.0;33.33
2026-01-05;São José;Pimentão Vermelho(a);Extra AA;Convenci;Nacional;Caixa;10;70.0;80.0;90.0;8.0
2026-01-05;São José;Pinha/Atemoia;;Convenci;Nacional;Caixa;4;55.0;55.0;55.0;13.75
2026-01-05;São José;Pitaia;;Convenci;Nacional;Caixa;10;330.0;330.0;330.0;33.0
2026-01-05;São José;Polvilho;;Convenci;Nacional;Kilo;1;8.5;8.5;9.0;8.5
2026-01-05;São José;Queijo Colonial;;Convenci;Nacional;Kilo;1;30.0;30.0;32.0;30.0
2026-01-05;São José;Queijo Prato;;Convenci;Nacional;Kilo;1;30.0;30.0;30.0;30.0
2026-01-05;São José;Quiabo;;Convenci;Nacional;Bandeja;0,3;4.0;5.0;7.5;16.67
2026-01-05;São José;Quiabo;;Convenci;Nacional;Caixa;10;50.0;60.0;70.0;6.0
2026-01-05;São José;Rabanete;;Convenci;Nacional;Maço;1;4.0;4.0;4.5;4.0
2026-01-05;São José;Rabanete;;Convenci;Nacional;Caixa;20;50.0;60.0;75.0;3.0
2026-01-05;São José;Radite;;Convenci;Nacional;Molho;0,2;1.3;1.5;1.8;7.5
2026-01-05;São José;Repolho Roxa(o);;Convenci;Nacional;Unidade;1,5;2.5;2.5;3.0;1.67
2026-01-05;São José;Repolho Verde;Grande;Convenci;Nacional;Unidade;2,5;1.8;2.0;2.0;0.8
2026-01-05;São José;Repolho Verde;Médio(a);Convenci;Nacional;Unidade;2;1.5;1.5;1.5;0.75
2026-01-05;São José;Romã;;Convenci;Nacional;Caixa;4;15.0;15.0;15.0;3.75
2026-01-05;São José;Rúcula;;Convenci;Nacional;Maço;0,1;1.3;1.5;1.8;15.0
2026-01-05;São José;Salsa;;Convenci;Nacional;Maço;0,1;1.3;1.5;1.8;15.0
2026-01-05;São José;Salsão;;Convenci;Nacional;Molho;0,8;5.5;6.0;8.0;7.5
2026-01-05;São José;Suco Laranja;;Convenci;Nacional;Litro;1;8.6;8.6;8.6;8.6
2026-01-05;São José;Suco Uva;;Convenci;Nacional;Litro;1;8.92;8.92;8.92;8.92
2026-01-05;São José;Sálvia;;Convenci;Nacional;Maço;0,3;2.0;2.0;2.5;6.67
2026-01-05;São José;Taia;;Convenci;Nacional;Caixa;10;70.0;80.0;80.0;8.0
2026-01-05;São José;Tangerina Comum;;Convenci;Nacional;Caixa;22;100.0;100.0;100.0;4.55
2026-01-05;São José;Tangerina Murgot;;Convenci;Nacional;Caixa;20;140.0;140.0;140.0;7.0
2026-01-05;São José;Tangerina Ponkan;;Convenci;Nacional;Caixa;20;60.0;60.0;60.0;3.0
2026-01-05;São José;Tomate Cereja;;Convenci;Nacional;Caixa;1;8.0;10.0;10.0;10.0
2026-01-05;São José;Tomate Italiano;Extra A;Convenci;Nacional;Caixa;20;35.0;35.0;35.0;1.75
2026-01-05;São José;Tomate Italiano;Extra AA;Convenci;Nacional;Caixa;20;60.0;70.0;75.0;3.5
2026-01-05;São José;Tomate Longa Vida;Extra A;Convenci;Nacional;Caixa;20;30.0;35.0;35.0;1.75
2026-01-05;São José;Tomate Longa Vida;Extra AA;Convenci;Nacional;Caixa;20;60.0;65.0;70.0;3.25
2026-01-05;São José;Tomilho;;Convenci;Nacional;Maço;0,3;2.0;2.0;2.5;6.67
2026-01-05;São José;Uva Benitaka;;Convenci;Nacional;Caixa;10;107.0;114.0;114.0;11.4
2026-01-05;São José;Uva Benitaka;;Convenci;Nacional;Bandeja;0,5;6.5;6.5;6.5;13.0
2026-01-05;São José;Uva Brasil;;Convenci;Nacional;Caixa;10;107.0;114.0;114.0;11.4
2026-01-05;São José;Uva Crimson;;Convenci;Nacional;Caixa;8;185.0;185.0;185.0;23.13
2026-01-05;São José;Uva Crimson;;Convenci;Nacional;Bandeja;0,5;8.0;8.0;8.0;16.0
2026-01-05;São José;Uva Isabel;;Convenci;Nacional;Caixa;10;85.0;85.0;85.0;8.5
2026-01-05;São José;Uva Italia;;Convenci;Nacional;Caixa;10;114.0;114.0;114.0;11.4
2026-01-05;São José;Uva Italia;;Convenci;Nacional;Bandeja;0,5;6.5;6.5;6.5;13.0
2026-01-05;São José;Uva Niagara;;Convenci;Nacional;Caixa;10;70.0;90.0;107.0;9.0
2026-01-05;São José;Uva Niagara;;Convenci;Nacional;Bandeja;0,5;6.5;7.0;7.0;14.0
2026-01-05;São José;Uva Núbia;;Convenci;Nacional;Caixa;10;120.0;120.0;120.0;12.0
2026-01-05;São José;Uva Núbia;;Convenci;Nacional;Bandeja;0,5;7.0;7.5;7.5;15.0
2026-01-05;São José;Uva Red Globe;;Convenci;Importado;Bandeja;0,5;10.0;10.0;10.0;20.0
2026-01-05;São José;Uva Rubi;;Convenci;Nacional;Caixa;10;102.0;102.0;102.0;10.2
2026-01-05;São José;Uva Thompson;;Convenci;Nacional;Caixa;10;170.0;170.0;170.0;17.0
2026-01-05;São José;Uva Thompson;;Convenci;Nacional;Bandeja;0,5;8.0;8.0;8.0;16.0
2026-01-05;São José;Uva Vitória;;Convenci;Nacional;Caixa;10;100.0;100.0;100.0;10.0
2026-01-05;São José;Uva Vitória;;Convenci;Nacional;Bandeja;0,5;7.0;7.0;7.0;14.0
2026-01-05;São José;Vagem Comum;Extra A;Convenci;Nacional;Bandeja;0,35;4.0;4.0;5.0;11.43
2026-01-05;São José;Vagem Comum;Extra A;Convenci;Nacional;Saco;10;30.0;40.0;50.0;4.0
2026-01-05;São José;Vagem Metro;;Convenci;Nacional;Maço;1;2.5;3.0;3.0;3.0
2026-01-06;São José;Abacate Avocado;;Convenci;Nacional;Caixa;10;150.0;150.0;160.0;15.0
2026-01-06;São José;Abacate Avocado;;Convenci;Importado;Caixa;10;140.0;150.0;150.0;15.0
2026-01-06;São José;Abacate Liso(a);Grande;Convenci;Nacional;Caixa;20;180.0;200.0;200.0;10.0
2026-01-06;São José;Abacaxi;Médio(a);Convenci;Nacional;Caixa;1,2;5.0;5.0;5.5;4.17
2026-01-06;São José;Abacaxi Ananas;Grande;Convenci;Nacional;Unidade;1,7;8.0;8.0;8.0;4.71
