data;cidade;estado;regiao;lat;lon;temp_min;temp_max;temp_media;sensacao_min;sensacao_max;precipitacao_mm;chuva_mm;neve_cm;horas_precipitacao;horas_sol;radiacao_solar_mj;vento_max_kmh;rajada_max_kmh;direcao_vento_graus;evapotranspiracao_mm;codigo_tempo;geada;neve;granizo;tempestade;chuva_intensa;nascer_sol;por_sol;fase_lua;iluminacao_lua_pct
2025-01-01;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;21.0;29.0;24.8;24.4;33.8;1.2;1.2;0.0;5.0;9.94;24.57;16.0;40.3;3;4.87;53;0;0;0;0;0;05:23;19:13;Crescente;4.7
2025-01-02;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;23.0;29.0;25.1;26.3;33.5;4.0;4.0;0.0;3.0;9.03;17.36;17.8;41.0;344;3.49;61;0;0;0;0;0;05:23;19:13;Crescente;10.2
2025-01-03;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;20.7;35.3;25.9;22.7;40.7;0.3;0.3;0.0;2.0;13.13;28.21;21.5;56.9;181;5.95;51;0;0;0;0;0;05:24;19:14;Crescente;17.4
2025-01-04;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;20.9;29.6;24.3;23.8;33.3;0.5;0.5;0.0;3.0;12.43;25.03;20.1;48.6;140;5.18;51;0;0;0;0;0;05:25;19:14;Crescente;26.2
2025-01-05;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;18.0;28.0;23.1;19.3;32.5;1.4;1.4;0.0;7.0;11.32;23.68;13.3;35.3;170;4.87;51;0;0;0;0;0;05:25;19:14;Quarto Crescente;36.0
2025-01-06;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;20.9;27.0;23.6;23.7;29.3;0.6;0.6;0.0;4.0;12.0;21.96;14.6;36.0;140;4.55;51;0;0;0;0;0;05:26;19:14;Quarto Crescente;46.4
2025-01-07;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;19.2;27.5;23.8;20.9;30.3;0.1;0.1;0.0;1.0;12.87;23.91;12.4;33.5;149;4.95;51;0;0;0;0;0;05:27;19:14;Quarto Crescente;57.1
2025-01-08;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;20.1;25.2;22.4;22.4;27.6;10.5;10.5;0.0;16.0;9.41;15.46;10.1;29.5;160;3.06;63;0;0;0;0;0;05:28;19:14;Quarto Crescente;67.3
2025-01-09;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;20.1;26.2;22.8;22.6;27.5;8.7;8.7;0.0;15.0;9.4;16.44;11.0;27.7;137;3.44;61;0;0;0;0;0;05:28;19:14;Gibosa Crescente;76.9
2025-01-10;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;19.7;28.0;24.0;21.2;30.5;0.1;0.1;0.0;1.0;12.55;22.94;12.3;32.0;96;4.86;51;0;0;0;0;0;05:29;19:14;Gibosa Crescente;85.2
2025-01-11;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;20.7;24.5;22.5;23.6;27.1;2.4;2.4;0.0;14.0;0.41;10.95;9.7;24.8;146;2.27;53;0;0;0;0;0;05:30;19:14;Gibosa Crescente;91.9
2025-01-12;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;18.0;26.5;22.5;19.4;28.7;0.8;0.8;0.0;5.0;13.0;28.27;16.1;39.6;164;5.46;51;0;0;0;0;0;05:31;19:14;Lua Cheia;96.7
2025-01-13;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;17.9;26.6;22.2;19.3;29.3;2.4;2.4;0.0;7.0;11.19;22.12;12.6;33.8;164;4.31;61;0;0;0;0;0;05:31;19:14;Lua Cheia;99.4
2025-01-14;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;18.0;28.0;23.3;19.3;30.8;2.4;2.4;0.0;7.0;13.04;26.35;12.8;33.1;7;5.25;53;0;0;0;0;0;05:32;19:14;Lua Cheia;99.9
2025-01-15;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;19.5;28.8;24.7;21.2;31.0;1.9;1.9;0.0;8.0;13.0;25.45;14.7;38.5;12;5.35;53;0;0;0;0;0;05:33;19:14;Lua Cheia;98.1
2025-01-16;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;21.5;26.1;23.4;25.0;29.4;10.7;10.7;0.0;24.0;2.11;10.24;12.8;31.7;74;2.13;55;0;0;0;0;0;05:34;19:14;Gibosa Minguante;94.2
2025-01-17;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;23.0;28.2;24.9;26.9;34.0;14.2;14.2;0.0;17.0;8.0;16.21;14.5;34.6;359;3.14;63;0;0;0;0;0;05:35;19:14;Gibosa Minguante;88.3
2025-01-18;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;22.4;34.0;26.5;26.5;41.8;6.9;6.9;0.0;8.0;12.71;24.92;15.7;37.1;278;5.05;63;0;0;0;0;0;05:36;19:13;Gibosa Minguante;80.6
2025-01-19;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;22.5;31.2;26.3;26.6;37.4;4.7;4.7;0.0;9.0;12.71;21.22;11.0;32.8;354;4.34;61;0;0;0;0;0;05:36;19:13;Gibosa Minguante;71.6
2025-01-20;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;22.8;34.7;26.8;27.5;40.0;7.5;7.5;0.0;10.0;10.44;23.64;19.5;45.7;315;4.94;61;0;0;0;0;0;05:37;19:13;Quarto Minguante;61.6
2025-01-21;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;22.2;31.7;26.4;25.3;36.7;0.5;0.5;0.0;5.0;12.28;23.59;15.8;40.3;349;4.89;51;0;0;0;0;0;05:38;19:13;Quarto Minguante;51.1
2025-01-22;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;20.5;31.5;26.2;22.4;37.9;0.3;0.3;0.0;2.0;13.0;27.22;12.9;32.4;97;5.65;51;0;0;0;0;0;05:39;19:12;Quarto Minguante;40.5
2025-01-23;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;21.5;32.0;26.6;24.3;38.9;3.2;3.2;0.0;7.0;13.0;26.67;11.0;32.0;4;5.5;61;0;0;0;0;0;05:40;19:12;Minguante;30.3
2025-01-24;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;23.6;30.8;25.9;28.4;35.9;7.5;7.5;0.0;13.0;6.97;15.35;15.0;36.7;1;3.21;63;0;0;0;0;0;05:41;19:12;Minguante;21.1
2025-01-25;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;22.1;30.1;25.4;26.1;37.1;10.1;10.1;0.0;11.0;6.33;14.63;8.0;29.9;341;3.01;63;0;0;0;0;0;05:41;19:11;Minguante;13.1
2025-01-26;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;21.3;29.1;25.0;24.9;33.5;0.9;0.9;0.0;5.0;13.0;23.75;18.6;42.1;167;4.71;51;0;0;0;0;0;05:42;19:11;Minguante;6.8
2025-01-27;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;21.3;28.4;25.0;24.3;32.2;1.3;1.3;0.0;8.0;10.31;20.16;12.7;30.2;129;4.11;51;0;0;0;0;0;05:43;19:11;Lua Nova;2.5
2025-01-28;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;22.4;28.9;25.3;26.4;32.9;4.0;4.0;0.0;11.0;9.04;17.4;12.1;30.6;356;3.58;55;0;0;0;0;0;05:44;19:10;Lua Nova;0.3
2025-01-29;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;22.8;27.7;25.1;26.5;32.4;2.3;2.3;0.0;13.0;12.32;18.83;11.4;28.1;150;3.79;53;0;0;0;0;0;05:45;19:10;Lua Nova;0.3
2025-01-30;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;22.5;27.0;24.2;26.8;29.6;4.7;4.7;0.0;11.0;5.7;15.24;17.0;40.7;167;3.07;55;0;0;0;0;0;05:45;19:09;Lua Nova;2.6
2025-01-31;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;21.0;29.5;24.7;24.1;34.8;5.0;5.0;0.0;11.0;11.94;21.98;9.3;23.4;284;4.45;61;0;0;0;0;0;05:46;19:09;Crescente;7.0
2025-02-01;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;20.8;28.9;24.8;23.8;33.9;1.2;1.2;0.0;5.0;10.99;19.08;9.1;25.2;195;3.87;53;0;0;0;0;0;05:47;19:08;Crescente;13.4
2025-02-02;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;21.4;28.3;24.6;25.1;33.7;9.3;9.3;0.0;17.0;9.95;17.92;9.8;26.3;146;3.54;63;0;0;0;0;0;05:48;19:08;Crescente;21.4
2025-02-03;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;22.1;30.4;25.4;26.3;37.8;7.1;7.1;0.0;15.0;12.75;20.66;7.0;22.3;238;4.13;63;0;0;0;0;0;05:49;19:07;Crescente;30.7
2025-02-04;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;22.5;32.0;26.5;27.0;39.2;1.9;1.9;0.0;10.0;10.17;21.47;9.2;30.6;336;4.44;53;0;0;0;0;0;05:49;19:06;Quarto Crescente;40.8
2025-02-05;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;23.0;32.0;27.4;27.5;37.1;0.8;0.8;0.0;6.0;13.0;23.79;17.3;41.0;351;5.02;51;0;0;0;0;0;05:50;19:06;Quarto Crescente;51.4
2025-02-06;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;24.1;33.8;27.8;29.4;39.0;0.3;0.3;0.0;3.0;5.84;16.65;14.0;36.7;313;3.89;51;0;0;0;0;0;05:51;19:05;Quarto Crescente;62.0
2025-02-07;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;23.5;29.2;26.0;27.6;33.1;1.0;1.0;0.0;7.0;9.26;18.45;15.7;38.9;165;3.86;51;0;0;0;0;0;05:52;19:04;Gibosa Crescente;71.9
2025-02-08;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;22.7;29.3;25.6;26.9;32.8;0.9;0.9;0.0;4.0;11.27;24.83;12.7;32.8;143;5.1;51;0;0;0;0;0;05:53;19:04;Gibosa Crescente;80.9
2025-02-09;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;19.9;32.8;26.5;22.7;38.4;0.0;0.0;0.0;0.0;12.99;27.77;9.8;27.4;8;5.85;3;0;0;0;0;0;05:53;19:03;Gibosa Crescente;88.5
2025-02-10;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;22.4;33.8;27.3;26.1;38.6;0.0;0.0;0.0;0.0;12.98;28.18;16.7;40.7;355;6.13;3;0;0;0;0;0;05:54;19:02;Gibosa Crescente;94.4
2025-02-11;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;23.2;35.2;28.4;26.9;39.8;0.0;0.0;0.0;0.0;12.97;27.43;20.0;48.2;351;6.06;1;0;0;0;0;0;05:55;19:02;Lua Cheia;98.2
2025-02-12;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;23.4;37.0;28.7;27.2;41.6;5.5;5.5;0.0;4.0;11.58;25.13;15.5;42.5;348;5.75;63;0;0;0;0;0;05:56;19:01;Lua Cheia;99.9
2025-02-13;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;23.6;33.3;27.1;27.9;39.4;2.2;2.2;0.0;8.0;8.89;19.88;16.0;40.7;180;4.44;55;0;0;0;0;0;05:56;19:00;Lua Cheia;99.4
2025-02-14;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;22.2;28.0;24.8;26.2;32.1;13.8;13.8;0.0;15.0;12.53;20.01;15.5;37.1;159;3.91;63;0;0;0;0;0;05:57;18:59;Lua Cheia;96.6
2025-02-15;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;23.0;30.9;26.4;27.3;36.6;3.7;3.7;0.0;9.0;9.24;20.98;13.9;36.4;354;4.4;61;0;0;0;0;0;05:58;18:58;Gibosa Minguante;91.7
2025-02-16;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;23.7;32.9;27.8;28.8;38.9;1.5;1.5;0.0;6.0;9.62;21.25;16.8;42.8;352;4.55;53;0;0;0;0;0;05:58;18:58;Gibosa Minguante;84.9
2025-02-17;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;24.0;38.2;28.5;29.2;43.8;6.1;6.1;0.0;9.0;8.07;18.31;20.9;50.4;265;4.3;61;0;0;0;0;0;05:59;18:57;Gibosa Minguante;76.5
2025-02-18;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;22.8;26.3;24.4;25.6;30.1;6.7;6.7;0.0;19.0;0.54;7.84;17.1;35.3;148;1.86;61;0;0;0;0;0;06:00;18:56;Quarto Minguante;67.0
2025-02-19;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;21.6;25.8;23.4;25.4;28.9;23.1;23.1;0.0;20.0;1.88;10.47;9.3;23.8;187;2.18;63;0;0;0;0;1;06:00;18:55;Quarto Minguante;56.7
2025-02-20;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;21.8;28.7;24.9;26.1;35.0;1.9;1.9;0.0;6.0;12.75;21.16;16.5;37.8;167;4.11;53;0;0;0;0;0;06:01;18:54;Quarto Minguante;46.1
2025-02-21;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;20.8;30.8;25.5;23.7;36.6;1.5;1.5;0.0;5.0;12.09;22.06;11.7;28.4;131;4.49;53;0;0;0;0;0;06:02;18:53;Quarto Minguante;35.6
2025-02-22;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;22.5;29.3;25.6;26.9;34.1;1.9;1.9;0.0;16.0;12.65;20.97;12.3;31.0;120;4.26;51;0;0;0;0;0;06:03;18:52;Minguante;25.8
2025-02-23;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;23.1;29.6;25.8;27.0;34.3;0.7;0.7;0.0;5.0;12.64;21.61;12.0;30.6;143;4.41;51;0;0;0;0;0;06:03;18:51;Minguante;17.1
2025-02-24;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;21.3;31.4;26.3;23.9;36.3;0.6;0.6;0.0;4.0;12.65;23.79;14.9;40.3;354;5.0;51;0;0;0;0;0;06:04;18:50;Minguante;9.9
2025-02-25;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;24.2;31.8;27.6;29.4;36.8;1.6;1.6;0.0;7.0;12.62;23.98;16.7;42.1;8;5.06;53;0;0;0;0;0;06:04;18:49;Minguante;4.5
2025-02-26;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;25.1;32.5;28.2;30.0;37.4;1.9;1.9;0.0;8.0;12.31;23.58;17.5;44.3;10;5.14;53;0;0;0;0;0;06:05;18:48;Lua Nova;1.2
2025-02-27;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;23.9;32.5;27.5;29.2;38.4;1.9;1.9;0.0;6.0;10.58;21.59;13.6;37.1;360;4.6;53;0;0;0;0;0;06:06;18:47;Lua Nova;0.0
2025-02-28;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;23.4;31.8;27.5;28.4;36.1;2.0;2.0;0.0;10.0;11.97;23.3;16.4;40.7;8;5.07;53;0;0;0;0;0;06:06;18:46;Lua Nova;1.1
2025-03-01;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;24.0;33.5;28.1;29.0;37.6;0.7;0.7;0.0;5.0;12.51;25.11;16.7;42.8;358;5.54;51;0;0;0;0;0;06:07;18:45;Crescente;4.4
2025-03-02;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;24.4;34.5;28.7;29.6;40.0;0.0;0.0;0.0;0.0;12.48;25.09;13.7;36.7;7;5.52;3;0;0;0;0;0;06:08;18:44;Crescente;9.8
2025-03-03;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;24.7;32.3;27.9;29.6;36.7;0.5;0.5;0.0;5.0;11.15;23.16;15.7;41.0;357;5.1;51;0;0;0;0;0;06:08;18:43;Crescente;16.9
2025-03-04;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;23.3;32.0;27.3;28.2;34.7;1.1;1.1;0.0;8.0;12.43;24.28;19.6;48.6;7;5.35;51;0;0;0;0;0;06:09;18:42;Crescente;25.6
2025-03-05;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;22.9;31.5;27.0;27.0;35.1;3.8;3.8;0.0;11.0;12.4;23.3;17.1;43.2;5;5.14;61;0;0;0;0;0;06:09;18:41;Quarto Crescente;35.4
2025-03-06;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;22.5;31.5;26.4;26.5;34.9;3.7;3.7;0.0;7.0;12.1;24.17;17.1;42.1;4;5.09;53;0;0;0;0;0;06:10;18:40;Quarto Crescente;45.8
2025-03-07;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;22.7;31.0;26.4;26.9;35.5;1.6;1.6;0.0;8.0;11.06;22.26;14.0;36.0;17;4.67;51;0;0;0;0;0;06:11;18:39;Quarto Crescente;56.4
2025-03-08;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;23.2;31.8;26.7;27.8;36.7;2.1;2.1;0.0;11.0;11.71;22.78;14.7;37.4;360;4.79;53;0;0;0;0;0;06:11;18:38;Quarto Crescente;66.7
2025-03-09;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;22.1;31.8;26.1;25.5;36.2;0.6;0.6;0.0;4.0;9.71;19.6;13.4;41.8;178;4.38;51;0;0;0;0;0;06:12;18:37;Gibosa Crescente;76.3
2025-03-10;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;21.9;27.9;24.2;24.2;28.8;0.0;0.0;0.0;0.0;8.34;15.16;18.1;42.8;164;3.74;3;0;0;0;0;0;06:12;18:36;Gibosa Crescente;84.7
2025-03-11;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;19.8;28.5;24.2;21.2;31.2;1.8;1.8;0.0;4.0;8.84;13.44;16.2;39.2;305;2.95;53;0;0;0;0;0;06:13;18:35;Gibosa Crescente;91.5
2025-03-12;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;21.5;26.5;23.5;25.0;30.8;39.3;39.3;0.0;17.0;9.46;16.83;14.6;36.4;164;3.12;65;0;0;0;0;1;06:13;18:34;Lua Cheia;96.5
2025-03-13;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;21.3;28.0;23.6;24.8;32.6;13.3;13.3;0.0;14.0;10.12;17.78;17.6;43.2;163;3.41;63;0;0;0;0;0;06:14;18:33;Lua Cheia;99.3
2025-03-14;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;19.4;26.8;22.7;22.2;31.3;0.1;0.1;0.0;1.0;10.69;19.31;13.9;32.0;150;3.77;51;0;0;0;0;0;06:15;18:32;Lua Cheia;99.9
2025-03-15;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;19.0;24.9;22.1;21.0;26.8;0.0;0.0;0.0;0.0;2.17;9.77;8.4;20.2;167;2.11;3;0;0;0;0;0;06:15;18:31;Lua Cheia;98.3
2025-03-16;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;16.6;28.0;22.2;17.4;32.0;0.1;0.1;0.0;1.0;11.74;22.56;11.4;28.8;182;4.36;51;0;0;0;0;0;06:16;18:29;Gibosa Minguante;94.5
2025-03-17;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;19.0;28.6;23.8;20.9;32.6;2.9;2.9;0.0;11.0;11.61;19.38;10.7;27.7;325;3.85;55;0;0;0;0;0;06:16;18:28;Gibosa Minguante;88.7
2025-03-18;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;20.4;29.1;23.7;23.0;32.8;5.2;5.2;0.0;6.0;9.0;15.39;11.3;31.3;255;3.12;63;0;0;0;0;0;06:17;18:27;Gibosa Minguante;81.1
2025-03-19;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;18.5;30.9;23.6;20.0;32.9;0.0;0.0;0.0;0.0;11.74;23.55;21.1;49.7;173;4.98;3;0;0;0;0;0;06:17;18:26;Gibosa Minguante;72.2
2025-03-20;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;16.7;29.7;23.1;17.1;32.1;0.0;0.0;0.0;0.0;11.63;22.08;15.6;40.0;185;4.59;2;0;0;0;0;0;06:18;18:25;Quarto Minguante;62.2
2025-03-21;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;17.6;30.3;23.5;19.0;31.5;0.2;0.2;0.0;2.0;11.34;20.01;18.1;45.7;329;4.17;51;0;0;0;0;0;06:18;18:24;Quarto Minguante;51.7
2025-03-22;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;19.4;30.5;24.6;21.4;31.2;0.1;0.1;0.0;1.0;11.48;21.91;18.4;46.1;339;4.8;51;0;0;0;0;0;06:19;18:23;Quarto Minguante;41.1
2025-03-23;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;21.3;30.6;25.3;24.8;35.1;4.0;4.0;0.0;7.0;9.0;17.27;13.1;36.4;325;3.67;61;0;0;0;0;0;06:19;18:21;Quarto Minguante;30.9
2025-03-24;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;20.4;34.2;26.1;23.4;38.0;4.0;4.0;0.0;2.0;11.42;20.6;8.2;29.2;322;4.47;63;0;0;0;0;0;06:20;18:20;Minguante;21.6
2025-03-25;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;20.2;31.0;24.7;22.8;34.7;0.7;0.7;0.0;2.0;7.85;17.57;18.6;44.6;177;3.83;53;0;0;0;0;0;06:20;18:19;Minguante;13.6
2025-03-26;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;22.0;28.8;25.0;25.2;31.2;0.0;0.0;0.0;0.0;9.99;14.73;12.0;30.6;154;3.3;3;0;0;0;0;0;06:21;18:18;Minguante;7.1
2025-03-27;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;20.6;30.8;25.1;23.4;33.8;0.7;0.7;0.0;6.0;11.44;18.78;13.9;35.6;349;4.06;51;0;0;0;0;0;06:21;18:17;Lua Nova;2.7
2025-03-28;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;22.9;31.0;25.8;27.3;34.5;1.2;1.2;0.0;4.0;10.01;16.69;16.0;41.4;356;3.64;53;0;0;0;0;0;06:22;18:16;Lua Nova;0.3
2025-03-29;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;21.8;32.9;26.6;25.6;38.3;0.2;0.2;0.0;1.0;9.44;16.72;10.3;24.8;220;3.66;51;0;0;0;0;0;06:22;18:15;Lua Nova;0.2
2025-03-30;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;21.5;32.2;26.2;25.0;35.7;0.6;0.6;0.0;6.0;11.3;18.86;10.8;31.7;353;4.02;51;0;0;0;0;0;06:23;18:14;Lua Nova;2.4
2025-03-31;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;21.5;33.7;26.5;24.7;35.8;0.0;0.0;0.0;0.0;11.38;22.01;18.0;44.3;347;4.95;3;0;0;0;0;0;06:24;18:13;Crescente;6.7
2025-04-01;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;21.8;31.5;26.0;25.0;34.3;1.1;1.1;0.0;2.0;11.02;18.37;18.7;44.6;159;4.07;53;0;0;0;0;0;06:24;18:12;Crescente;12.9
2025-04-02;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;22.2;32.0;26.1;26.4;36.1;3.3;3.3;0.0;11.0;9.58;16.29;13.9;37.4;354;3.61;55;0;0;0;0;0;06:25;18:10;Crescente;20.8
2025-04-03;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;23.0;27.1;24.4;27.5;30.6;21.3;21.3;0.0;14.0;8.11;10.39;17.8;38.9;165;2.07;65;0;0;0;0;1;06:25;18:09;Crescente;30.1
2025-04-04;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;16.5;24.5;21.4;16.2;27.5;0.3;0.3;0.0;2.0;10.24;18.07;22.1;50.8;178;3.69;51;0;0;0;0;0;06:26;18:08;Quarto Crescente;40.2
2025-04-05;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;15.1;22.9;19.0;14.7;22.7;0.0;0.0;0.0;0.0;11.33;19.71;16.7;39.6;187;3.62;1;0;0;0;0;0;06:26;18:07;Quarto Crescente;50.8
2025-04-06;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;16.4;24.0;20.0;16.4;25.4;2.1;2.1;0.0;7.0;11.27;17.08;9.4;24.5;193;3.23;53;0;0;0;0;0;06:27;18:06;Quarto Crescente;61.3
2025-04-07;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;18.2;24.6;21.2;20.1;25.8;4.1;4.1;0.0;15.0;9.76;15.04;13.2;32.0;52;2.99;53;0;0;0;0;0;06:27;18:05;Gibosa Crescente;71.4
2025-04-08;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;19.4;22.5;20.6;21.5;25.1;37.5;37.5;0.0;15.0;2.0;3.99;7.6;19.1;276;0.85;63;0;0;0;0;1;06:28;18:04;Gibosa Crescente;80.4
2025-04-09;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;19.6;26.4;22.2;22.4;29.5;2.2;2.2;0.0;9.0;10.99;15.08;17.4;40.3;171;2.84;55;0;0;0;0;0;06:28;18:03;Gibosa Crescente;88.1
2025-04-10;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;19.9;22.5;20.9;22.7;26.0;25.2;25.2;0.0;14.0;2.4;6.06;9.5;33.1;176;1.19;65;0;0;0;0;1;06:29;18:02;Gibosa Crescente;94.1
2025-04-11;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;19.6;24.9;21.9;22.0;27.6;10.9;10.9;0.0;13.0;6.13;9.71;8.8;20.2;187;1.93;63;0;0;0;0;0;06:29;18:01;Lua Cheia;98.1
2025-04-12;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;18.8;26.0;21.9;20.9;29.2;2.2;2.2;0.0;11.0;10.94;15.75;11.7;28.8;346;2.91;53;0;0;0;0;0;06:30;18:00;Lua Cheia;99.9
2025-04-13;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;19.3;25.5;21.8;22.2;29.3;5.8;5.8;0.0;9.0;4.02;8.28;9.1;27.7;311;1.6;61;0;0;0;0;0;06:30;17:59;Lua Cheia;99.5
2025-04-14;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;17.3;24.6;20.5;19.1;26.1;0.0;0.0;0.0;0.0;10.99;17.45;19.7;43.9;167;3.23;3;0;0;0;0;0;06:31;17:58;Lua Cheia;96.8
2025-04-15;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;16.1;24.9;20.3;16.6;26.1;0.0;0.0;0.0;0.0;9.75;13.32;11.7;27.0;291;2.59;3;0;0;0;0;0;06:31;17:57;Gibosa Minguante;92.0
2025-04-16;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;16.7;28.5;21.9;18.0;31.9;0.0;0.0;0.0;0.0;10.87;17.96;11.3;25.6;286;3.51;2;0;0;0;0;0;06:32;17:56;Gibosa Minguante;85.4
2025-04-17;Sao Jose;SC;Grande Florianopolis;-27.6138;-48.6358;16.5;28.1;21.7;17.4;30.6;0.2;0.2;0.0;2.0;10.88;17.96;12.2;31.7;307;3.37;51;0;0;0;0;0;06:32;17:55;Gibosa Minguante;77.1
