data,site,uf,cidade,departamento,categoria,subcategoria,marca,descricao,ean,sku,preco_regular,preco_promocional,preco_pix,disponivel,link
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Mouse,,"Mouse Sem Fio Multi Receptor Usb 2,4Ghz",,,44.99,,,sim,https://www.havan.com.br/mouse-sem-fio-multi-receptor-usb-24ghz-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Smart,,"Smart Tv Lg 85"" Qned Mini Led Ai 4K Qned70 2026",,,8999.90,,,sim,https://www.havan.com.br/smart-tv-lg-85-qned-mini-led-ai-4k-qned70-2026-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Caixa,,Caixa de Som Waaw Insana 10000 Bluetooth 1500W Power Bass,,,1999.90,,,sim,https://www.havan.com.br/caixa-de-som-waaw-insana-10000-bluetooth-1500w-power-bass-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Smart,,"Smart Tv Tcl 50"" Qled 4K P7l Google Tv Dolby Vision",,,2599.90,,,sim,https://www.havan.com.br/smart-tv-tcl-50-qled-4k-p7l-google-tv-dolby-vision-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Smart,,"Smart Tv 55"" Tcl T6c Qled 4K Google Tv Dolby Vision",,,2899.90,,,sim,https://www.havan.com.br/smart-tv-55-tcl-t6c-qled-4k-google-tv-dolby-vision-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Smart,,"Smart Tv 65"" Tcl T6c Qled 4K Google Tv Dolby Vision",,,3999.90,,,sim,https://www.havan.com.br/smart-tv-65-tcl-t6c-qled-4k-google-tv-dolby-vision-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Smart,,"Smart Tv 75"" Tcl T6c Qled 4K Google Tv Dolby Vision",,,5199.90,,,sim,https://www.havan.com.br/smart-tv-75-tcl-t6c-qled-4k-google-tv-dolby-vision-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Cabo,,"Cabo Usb-C Lightning Mfi Multi 1,2M Branco para Iphone",,,54.99,,,sim,https://www.havan.com.br/cabo-multi-usbc-lightning-mfi-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Cabo,,"Cabo Usb Lightning Mfi Nylon 1,5M Branco para Iphone",,,49.99,,,sim,https://www.havan.com.br/cabo-lightning-mfi-multi-nylon-15m-branco-iphone-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Smart,,"Smart Tv 58"" Philco 4K Uhd Roku Tv Hdr10 P58cra",,,2999.90,,,sim,https://www.havan.com.br/smart-tv-58-philco-4k-uhd-roku-tv-hdr10-p58cra-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Smart,,"Smart Tv 75"" Samsung Crystal Uhd 4K U8100f",,,5299.90,,,sim,https://www.havan.com.br/samsung-smart-tv-75-crystal-uhd-4k-u8100f-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Tablet,,Tablet Lenovo 10.1'' Octa-Core 4Gb Ram 64Gb Wi-Fi Android 14 - Cinza,,,1599.90,,,sim,https://www.havan.com.br/tablet-lenovo-10-1-octa-core-4gb-ram-64gb-wi-fi-android-14-cinza/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Notebook,,"Notebook Positivo Vision C14 Intel Celeron 4Gb 128Gb 14,1” Hd Windows 11 - 3003011",,,2699.90,,,sim,https://www.havan.com.br/notebook-positivo-vision-c14-intel-celeron-4gb-128gb-14-1-hd-windows-11-3003011/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Smart,,"Smart Tv 50"" Philco 4K Uhd Roku Tv Hdr10 P50crb",,,2199.90,,,sim,https://www.havan.com.br/smart-tv-50-philco-4k-uhd-roku-tv-hdr10-p50crb-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Caixa,,Caixa de Som Bluetooth Jbl Partybox Encore 2 com 2 Microfones,,,2699.90,,,sim,https://www.havan.com.br/caixa-de-som-bluetooth-jbl-partybox-encore-2-com-2-microfones-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Smart,,"Smart Tv 75"" Lg Qned Mini Led Ai 4K Qned70 2026",,,6599.90,,,sim,https://www.havan.com.br/smart-tv-lg-qned-mini-led-ai-4k-qned70-75-polegadas-2026-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Smart,,"Smart Tv Lg 55"" Qned Mini Led Ai 4K Qned70 2026",,,3499.90,,,sim,https://www.havan.com.br/smart-tv-lg-qned-mini-led-ai-4k-qned70-55-polegadas-2026-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Smart,,Smart Tv Lg 32” Hd Lb650 Ai Wi-Fi Bluetooth 2026,,,1399.90,,,sim,https://www.havan.com.br/smart-tv-lg-lb650-ai-full-hd-32-polegadas-2026-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Caixa,,Caixa de Som Philco Bluetooth 1700W Pcx7300,,,1199.90,,,sim,https://www.havan.com.br/caixa-de-som-philco-bluetooth-v53-1x-woofer-1700w-pcx7300-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Caixa,,Caixa de Som Philco Led Festa Pcx39000 Bluetooth 5.3 3900W,,,3699.90,,,sim,https://www.havan.com.br/caixa-de-som-philco-led-festa-3900w-bluetooth-53-pcx39000-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Caixa,,Caixa de Som Bluetooth Jbl Boombox 4 Branco,,,3199.90,,,sim,https://www.havan.com.br/caixa-de-som-bluetooth-jbl-boombox-4-branco-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Caixa,,Caixa de Som Jbl Partybox Encore Essential 2,,,1999.90,,,sim,https://www.havan.com.br/jbl-partybox-encore-essential-2-preto-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Tablet,,"Tablet Tcl Tab 11 128Gb 4Gb Ram Wi-Fi 11"" - Cinza",,,1799.90,,,sim,https://www.havan.com.br/tablet-tcl-tab-11-128gb-4gb-ram-wi-fi-11-cinza/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Console,,Console Nintendo Switch 2 256Gb Preto,,,4499.90,,,sim,https://www.havan.com.br/console-nintendo-switch-2-256gb-preto-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Headset,,Headset Gamer Jbl Quantum 100 M2 Roxo,,,179.90,,,sim,https://www.havan.com.br/headset-gamer-jbl-quantum-100-m2-roxo-nc-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Suporte,,Suporte Organizador Tipo Prateleira Elg ACE08D - Preto,,,69.99,,,sim,https://www.havan.com.br/suporte-organizador-tipo-prateleira-elg-ace08d-preto/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Repetidor,,Repetidor de Sinal Wi-Fi Me30 Ac1200 com 2 Antenas,,,179.90,,,sim,https://www.havan.com.br/extensor-de-alcance-wi-fi-ac1200-me30-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Roteador,,Roteador Wi-Fi Tp-Link Mr30g Ac1200 Gigabit Dual Band,,,179.90,,,sim,https://www.havan.com.br/roteador-tp-link-mr30g-gigabit-dual-band-sem-fio-ac1200-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Smart,,Smart Tv Samsung 50'' Qled Q7f 4K Vision Ai Tizen 2025,,,3099.90,,,sim,https://www.havan.com.br/smart-tv-50-samsung-qled-q7f-4k-vision-ai-tizen-2025-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Projetor,,Projetor Intelbras Pfl5211 Full Hd Led 5200 Lúmens com Wi-Fi,,,1499.90,,,sim,https://www.havan.com.br/projetor-intelbras-pfl5211-full-hd-com-5200-lumens-ate-200-projecao-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Mouse,,Mouse Gamer Redragon Deicide Standard Preto Rgb M816-Std,,,179.90,,,sim,https://www.havan.com.br/mouse-gamer-redragon-deicide-standard-preto-rgb-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Smart,,"Smart Tv Samsung 55"" Crystal Uhd 4K U8100f Tizen Gaming Hub",,,2999.90,,,sim,https://www.havan.com.br/smart-tv-samsung-55-crystal-uhd-4k-u8100f-tizen-gaming-hub-alexa-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Combo,,Combo Gamer Redragon Gaming Essentials S166 Rgb 4 em 1,,,279.90,,,sim,https://www.havan.com.br/combo-gamer-redragon-gaming-essentials-s166-rgb-4-em-1-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Tablet,,"Tablet Positivo 7"" Vision Tab Minions 64Gb 3Gb Ram Wi-Fi - Preto",,,899.90,,,sim,https://www.havan.com.br/tablet-positivo-7-vision-tab-minions-64gb-3gb-ram-wi-fi-preto/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Fone,,Fone de Ouvido Bluetooth Elg Aura com Microfone Cinza,,,179.90,,,sim,https://www.havan.com.br/headphone-bluetooth-elg-aura-com-microfone-cinza-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Fone,,Fone de Ouvido Bluetooth Elg Aura com Microfone Preto,,,179.90,,,sim,https://www.havan.com.br/headphone-bluetooth-elg-aura-com-microfone-preto-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Mouse,,Mouse Gamer Elg Sem Fio 12800 Dpi Tri-Mode Kaus,,,149.90,,,sim,https://www.havan.com.br/mouse-gamer-wireless-12800-dpi-tri-mode-elg-kaus-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Fone,,Fone de Ouvido Waaw Headphone Bluetooth Essence 200,,,249.90,,,sim,https://www.havan.com.br/fone-de-ouvido-waaw-headphone-bluetooth-essence-200-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Notebook,,"Notebook Asus 15,6"" Core I3 N305 8Gb Ram 512Gb Ssd Windows 11",,,4499.90,,,sim,https://www.havan.com.br/notebook-asus-15-6-core-i3-n305-8gb-ram-512gb-ssd-windows-11-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Fone,,Fone de Ouvido Waaw by Alok Bluetooth Sense 200Hb - Preto,,,99.90,,,sim,https://www.havan.com.br/fone-de-ouvido-bluetooth-sense-200hb-waaw-by-alok-preto/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Pc,,Pc Gamer Brx Ryzen 5 5600 16Gb Ssd 480Gb Rx 6600 Windows 11,,,7499.90,,,sim,https://www.havan.com.br/pc-gamer-brx-ryzen-5-5600-16gb-ssd-480gb-rx-6600-windows-11-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Pc,,Pc Gamer Brx Ryzen 5 5500 16Gb Ssd 240Gb Rx 580 Windows 11,,,5799.90,,,sim,https://www.havan.com.br/computador-gamer-brx-ryzen-5-5500-16gb-ssd-240gb-rx-580-w11-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Headset,,Headset Gamer Jbl Quantum 100 M2 Preto,,,179.90,,,sim,https://www.havan.com.br/headset-gamer-jbl-quantum-100-m2-preto-nc-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Mochila,,Mochila Executiva Wise Preta Travel Blue,,,99.99,,,sim,https://www.havan.com.br/mochila-executiva-wise-preta-travel-blue-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Mochila,,Mochila Executiva Unicross Preta Travel Blue,,,99.99,,,sim,https://www.havan.com.br/mochila-executiva-unicross-preta-travel-blue-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Kit,,Kit Teclado e Mouse Sem Fio Multi Tc670,,,89.99,,,sim,https://www.havan.com.br/combo-sem-fio-basico-multi-usb-24ghz-1200dpi-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Suporte,,"Suporte Articulado de Parede Elg para Tvs de 26"" a 75""",,,249.90,,,sim,https://www.havan.com.br/suporte-articulado-de-parede-elg-para-tvs-de-26-a-75-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Caixa,,Caixa de Som Bluetooth Waaw by Alok Us 200Sb Duo - Preto,,,199.90,,,sim,https://www.havan.com.br/caixa-de-som-bluetooth-us-200sb-duo-waaw-by-alok-preto/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Soundbar,,Soundbar Jbl Bluetooth 3.1.2 Canais Cinema Sb595,,,1999.90,,,sim,https://www.havan.com.br/soundbar-jbl-bluetooth-312-canais-cinema-sb595-bivolt-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Headset,,Headset Gamer Jbl com Fio Quantum 250 Branco,,,299.90,,,sim,https://www.havan.com.br/headset-gamer-jbl-com-fio-quantum-250-branco-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Console,,Console Nintendo Switch com Super Mario Bros Wonder Incluso,,,2299.90,,,sim,https://www.havan.com.br/console-nintendo-switch-com-super-mario-bros-wonder-incluso-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Notebook,,"Notebook Multi Ultra 14"" 128Gb 4Gb Ram Windows 11 Celeron N4020c",,,1999.90,,,sim,https://www.havan.com.br/notebook-ultra-14-polegadas-128gb-4gb-ram-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Mouse,,Mouse Sem Fio Multi Vertical Ergonômico Emborrachado,,,99.99,,,sim,https://www.havan.com.br/mouse-sem-fio-vertical-ergonomico-multi-emborrachado-3dpis-24ghz-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Mouse,,Mouse Bluetooth Multi Clique Silencioso Preto Mo350,,,19.99,,,sim,https://www.havan.com.br/mouse-bluetooth-multi-clique-silencioso-mo350-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Headset,,"Headset com Fio Multi P3 com Microfone Cabo 1,5M",,,79.99,,,sim,https://www.havan.com.br/headset-com-fio-p3-multi-adaptador-usb-controle-de-volume-integrado-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Soundbar,,Soundbar Lg S40t 300W Rms 2.1 Canais Bluetooth 5.3 Hdmi Ai Sound Pro,,,1299.90,,,sim,https://www.havan.com.br/soundbar-lg-s40t-300w-rms-2-1-canais-bluetooth-5-3-hdmi-ai-sound-pro-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Smart,,"Smart Tv Philips 65"" 4K Google Tv Led Wi-Fi Bluetooth Hdr",,,3699.90,,,sim,https://www.havan.com.br/smart-tv-philips-65-4k-google-tv-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Caixa,,Caixa de Som Bluetooth Philips Party Speaker 1500W Philips Tax4000,,,999.90,,,sim,https://www.havan.com.br/party-speaker-philps-tax4000-1500w-aura-cast-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Impressora,,Impressora Multifuncional Hp Deskjet Ink Advantage 2975,,,599.90,,,sim,https://www.havan.com.br/impressora-multifuncional-hp-deskjet-ink-advantage-2975-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Mousepad,,Mousepad com Apoio em Gel Maxprint,,,24.99,,,sim,https://www.havan.com.br/base-para-mouse-smart-com-apoio-em-gel-preto-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Cadeira,,Cadeira de Escritório Maxprint Arantes Preta,,,499.90,,,sim,https://www.havan.com.br/cadeira-office-maxprint-arantes-preta-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Fone,,Fone de Ouvido com Fio Usb-C Jbl Tune T530c Preto,,,169.90,,,sim,https://www.havan.com.br/fone-de-ouvido-com-fio-usb-c-jbl-tune-t530c-preto-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Teclado,,Teclado Mecânico Redragon Dark Avenger Lunar Branco Rgb Switch Azul,,,249.90,,,sim,https://www.havan.com.br/teclado-mecanico-redragon-dark-avenger-lunar-white-rgb-switch-azul-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Fone,,Fone Gamer Jbl Quantum 250 Preto,,,299.90,,,sim,https://www.havan.com.br/fone-gamer-jbl-quantum-250-preto-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Carregador,,Carregador de Parede Usb Multi 5W - Preto,,,34.99,,,sim,https://www.havan.com.br/carregador-de-parede-usb-multi-branco-5w-preto/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Carregador,,Carregador de Parede Usb C Multi 20W - Branco,,,64.99,,,sim,https://www.havan.com.br/carregador-de-parede-usb-c-multi-20w-branco/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Smart,,"Smart Tv 55"" Lg Qned73 4K Ai A7 Webos Google Cast",,,3399.90,,,sim,https://www.havan.com.br/smart-tv-55-lg-qned73-4k-ai-a7-webos-google-cast-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Fone,,Fone de Ouvido Waaw Mob 210 22 Horas de Bateria,,,169.90,,,sim,https://www.havan.com.br/fone-de-ouvido-waaw-mob-210-22h-de-bateria-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Microfone,,Microfone Wireless Bivolt Waaw Vocal 100 Pro Recarregável,,,199.90,,,sim,https://www.havan.com.br/microfone-wireless-bivolt-waaw-vocal-100-pro-recarregavel-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Controle,,Controle Sem Fio Xbox Carbon Black Ep2-29929,,,599.90,,,sim,https://www.havan.com.br/controle-sem-fio-xbox-carbon-black-ep2-29929-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Relógio,,Relógio Samsung Galaxy Watch8 Smartwatch 44Mm Galaxy Ai Tela em Cristal - Grafite,,,2099.90,,,sim,https://www.havan.com.br/samsung-galaxy-watch8-smartwatch-44mm-bt-galaxy-ai-tela-em-cristal-grafite/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Smart,,"Smart Tv 60"" Philco 4K Roku Borda Infinita Dolby Audio P60cra",,,2999.90,,,sim,https://www.havan.com.br/smart-tv-60-roku-philco-p60cra-dolby-audio-diversos/p
2026-08-25,havan,"Nacional (rede em quase todos os estados, sede SC) — não confirmado por CEP",,Eletroeletrônicos,Eletrônicos (geral),Smart,,"Smart Tv 65"" Lg Qned73asa 4K Processador Ai A7 Ger 8 Webos 25",,,4499.90,,,sim,https://www.havan.com.br/smart-tv-65-lg-qned73asa-4k-qned-a7-ai-gen8-webos-25-hdr10-diversos/p
